"";"Var1";"Var2";"Var3";"Freq"
"6631";"Con heridos";"Choque";"Santa María de Los Ángeles";60
"4159";"Con heridos";"Atropello";"La Castellana";59
"4612";"Con heridos";"Caida de Ocupante";"La Pradera";59
"5769";"Solo daños";"Choque";"Pajarito";59
"1732";"Con heridos";"Caida de Ocupante";"Aranjuez";58
"1876";"Con heridos";"Caida de Ocupante";"Asomadera No. 1";58
"2269";"Con heridos";"Atropello";"Bello Horizonte";58
"2323";"Con heridos";"Atropello";"Bermejal-Los Alamos";58
"4777";"Con heridos";"Choque";"Las Estancias";58
"5530";"Con heridos";"Caida de Ocupante";"Moscú No. 2";58
"6226";"Con heridos";"Volcamiento";"San Bernardo";58
"6721";"Con heridos";"Choque";"Santo Domingo Savio No. 1";58
"1717";"Con heridos";"Choque";"Antonio Nariño";57
"2107";"Con heridos";"Atropello";"Barrio Colombia";57
"2173";"Con heridos";"Otro";"Barrio de Jesús";57
"3604";"Con heridos";"Caida de Ocupante";"El Velódromo";57
"3709";"Con heridos";"Atropello";"Fátima";57
"4365";"Solo daños";"Choque";"La Isla";57
"4591";"Con heridos";"Atropello";"La Piñuela";57
"4774";"Con heridos";"Caida de Ocupante";"Las Estancias";57
"5539";"Con heridos";"Otro";"Moscú No. 2";57
"5800";"Con heridos";"Caida de Ocupante";"Palermo";57
"6973";"Con heridos";"Choque";"Suburbano La Loma";57
"7393";"Con heridos";"Otro";"Veinte de Julio";57
"7507";"Con heridos";"Atropello";"Villa Flora";57
"5419";"Con heridos";"Atropello";"Miraflores";56
"6307";"Con heridos";"Choque";"San Javier No.2";56
"2149";"Con heridos";"Choque";"Barrio Cristóbal";55
"3853";"Con heridos";"Atropello";"Granada";55
"3940";"Con heridos";"Volcamiento";"Héctor Abad Gómez";55
"4981";"Con heridos";"Otro";"Loma de los Bernal";55
"5605";"Con heridos";"Choque";"Nueva Villa de Aburrá";55
"6073";"Con heridos";"Choque";"Plaza de Ferias";55
"6475";"Con heridos";"Otro";"San Pablo";55
"7492";"Con heridos";"Caida de Ocupante";"Villa del Socorro";55
"2329";"Con heridos";"Choque";"Bermejal-Los Alamos";54
"2857";"Con heridos";"Otro";"Cataluña";54
"2869";"Con heridos";"Choque";"Cementerio Universal";54
"3550";"Con heridos";"Caida de Ocupante";"El Tesoro";54
"3820";"Con heridos";"Caida de Ocupante";"Gerona";54
"3850";"Con heridos";"Volcamiento";"Girardot";54
"4069";"Con heridos";"Atropello";"La Aguacatala";54
"4279";"Con heridos";"Otro";"La Florida";54
"4522";"Con heridos";"Caida de Ocupante";"La Mota";54
"4753";"Con heridos";"Atropello";"Las Esmeraldas";54
"4837";"Con heridos";"Otro";"Las Lomas No.1";54
"4900";"Con heridos";"Caida de Ocupante";"Las Playas";54
"5512";"Con heridos";"Caida de Ocupante";"Moscú No. 1";54
"5689";"Con heridos";"Atropello";"Olaya Herrera";54
"6280";"Con heridos";"Volcamiento";"San Isidro";54
"7273";"Con heridos";"Atropello";"Tricentenario";54
"1809";"Solo daños";"Choque";"Área de Expansión Altos de Calasanz";53
"2164";"Con heridos";"Caida de Ocupante";"Barrio de Jesús";53
"2932";"Con heridos";"Volcamiento";"Corazón de Jesús";53
"3397";"Con heridos";"Otro";"El Pomar";53
"3559";"Con heridos";"Otro";"El Tesoro";53
"4705";"Con heridos";"Choque";"Lalinde";53
"5041";"Con heridos";"Atropello";"Los Alcázares";53
"5422";"Con heridos";"Caida de Ocupante";"Miraflores";53
"6075";"Solo daños";"Choque";"Plaza de Ferias";53
"6733";"Con heridos";"Atropello";"Santo Domingo Savio No. 2";53
"7288";"Con heridos";"Volcamiento";"Tricentenario";53
"2257";"Con heridos";"Choque";"Belencito";52
"3501";"Solo daños";"Choque";"El Salado";52
"3688";"Con heridos";"Volcamiento";"Facultad de Minas U. Nacional";52
"4041";"Solo daños";"Choque";"Juan XXIII La Quiebra";52
"5038";"Con heridos";"Volcamiento";"Loreto";52
"7360";"Con heridos";"Volcamiento";"Universidad de Antioquia";52
"2014";"Con heridos";"Volcamiento";"Aures No. 2";51
"3301";"Con heridos";"Choque";"El Pesebre";51
"3922";"Con heridos";"Volcamiento";"Guayaquil";51
"4303";"Con heridos";"Atropello";"La Frontera";51
"5137";"Con heridos";"Choque";"Los Cerros El Vergel";51
"5722";"Con heridos";"Volcamiento";"Oleoducto";51
"5872";"Con heridos";"Caida de Ocupante";"Patio Bonito";51
"6331";"Con heridos";"Otro";"San Joaquín";51
"6511";"Con heridos";"Otro";"Santa Cruz";51
"6655";"Con heridos";"Otro";"Santa Mónica";51
"6979";"Con heridos";"Otro";"Suburbano La Loma";51
"2377";"Con heridos";"Atropello";"Bolivariana";50
"2380";"Con heridos";"Caida de Ocupante";"Bolivariana";50
"2791";"Con heridos";"Atropello";"Carpinelo";50
"3199";"Con heridos";"Otro";"El Danubio";50
"3418";"Con heridos";"Volcamiento";"El Progreso";50
"3757";"Con heridos";"Otro";"Florencia";50
"4131";"Solo daños";"Choque";"La Avanzada";50
"4288";"Con heridos";"Caida de Ocupante";"La Francia";50
"4321";"Con heridos";"Atropello";"La Gloria";50
"4558";"Con heridos";"Caida de Ocupante";"La Palma";50
"4783";"Con heridos";"Otro";"Las Estancias";50
"5215";"Con heridos";"Otro";"Los Naranjos";50
"5272";"Con heridos";"Volcamiento";"Manrique Central No. 1";50
"5463";"Solo daños";"Choque";"Miravalle";50
"5707";"Con heridos";"Atropello";"Oleoducto";50
"6637";"Con heridos";"Otro";"Santa María de Los Ángeles";50
"7186";"Con heridos";"Caida de Ocupante";"Tenche";50
"1621";"Con heridos";"Atropello";"Altamira";49
"2734";"Con heridos";"Volcamiento";"Campo Valdés No. 2";49
"2899";"Con heridos";"Atropello";"Cerro Nutibara";49
"3481";"Con heridos";"Choque";"El Rodeo";49
"3652";"Con heridos";"Volcamiento";"Enciso";49
"4120";"Con heridos";"Volcamiento";"La América";49
"5062";"Con heridos";"Caida de Ocupante";"Los Alpes";49
"1651";"Con heridos";"Otro";"Altavista";48
"1663";"Con heridos";"Choque";"Altavista Sector Central";48
"2059";"Con heridos";"Choque";"B. Cerro  El Volador";48
"2218";"Con heridos";"Caida de Ocupante";"Belalcázar";48
"2413";"Con heridos";"Atropello";"Bomboná No. 2";48
"2914";"Con heridos";"Volcamiento";"Cerro Nutibara";48
"3019";"Con heridos";"Otro";"Diego Echavarría";48
"3454";"Con heridos";"Volcamiento";"El Raizal";48
"3670";"Con heridos";"Volcamiento";"Estación Villa";48
"4171";"Con heridos";"Otro";"La Castellana";48
"4399";"Con heridos";"Choque";"La Libertad";48
"4918";"Con heridos";"Caida de Ocupante";"Las Violetas";48
"5053";"Con heridos";"Otro";"Los Alcázares";48
"5254";"Con heridos";"Volcamiento";"Manila";48
"5620";"Con heridos";"Caida de Ocupante";"Nueva Villa de la Iguaná";48
"5848";"Con heridos";"Volcamiento";"Parque Juan Pablo II";48
"6172";"Con heridos";"Volcamiento";"Rosales";48
"7345";"Con heridos";"Atropello";"Universidad de Antioquia";48
"2259";"Solo daños";"Choque";"Belencito";47
"2416";"Con heridos";"Caida de Ocupante";"Bomboná No. 2";47
"3133";"Con heridos";"Atropello";"El Compromiso";47
"3388";"Con heridos";"Caida de Ocupante";"El Pomar";47
"3697";"Con heridos";"Choque";"Facultad Veterinaria y Zootecnia U.de.A.";47
"3883";"Con heridos";"Otro";"Granizal";47
"4309";"Con heridos";"Choque";"La Frontera";47
"4603";"Con heridos";"Otro";"La Piñuela";47
"5059";"Con heridos";"Atropello";"Los Alpes";47
"5857";"Con heridos";"Choque";"Parque Norte";47
"7234";"Con heridos";"Volcamiento";"Toscana";47
"1723";"Con heridos";"Otro";"Antonio Nariño";46
"1903";"Con heridos";"Otro";"Asomadera No. 2";46
"3601";"Con heridos";"Atropello";"El Velódromo";46
"3673";"Con heridos";"Atropello";"Facultad de Minas U. Nacional";46
"3745";"Con heridos";"Atropello";"Florencia";46
"4267";"Con heridos";"Atropello";"La Florida";46
"4345";"Con heridos";"Choque";"La Hondonada";46
"4477";"Con heridos";"Otro";"La Mansión";46
"4894";"Con heridos";"Volcamiento";"Las Palmas";46
"6460";"Con heridos";"Volcamiento";"San Miguel";46
"7180";"Con heridos";"Volcamiento";"Tejelo";46
"7183";"Con heridos";"Atropello";"Tenche";46
"7263";"Solo daños";"Choque";"Trece de Noviembre";46
"2554";"Con heridos";"Volcamiento";"Buenos Aires";45
"3429";"Solo daños";"Choque";"El Progreso No.2";45
"3985";"Con heridos";"Choque";"Jardín Botánico";45
"4129";"Con heridos";"Choque";"La Avanzada";45
"5344";"Con heridos";"Volcamiento";"Manrique Oriental";45
"5506";"Con heridos";"Volcamiento";"Moravia";45
"5695";"Con heridos";"Choque";"Olaya Herrera";45
"6571";"Con heridos";"Atropello";"Santa Lucía";45
"2272";"Con heridos";"Caida de Ocupante";"Bello Horizonte";44
"3010";"Con heridos";"Caida de Ocupante";"Diego Echavarría";44
"3190";"Con heridos";"Caida de Ocupante";"El Danubio";44
"3298";"Con heridos";"Caida de Ocupante";"El Pesebre";44
"3346";"Con heridos";"Volcamiento";"El Pinal";44
"3877";"Con heridos";"Choque";"Granizal";44
"4927";"Con heridos";"Otro";"Las Violetas";44
"5773";"Con heridos";"Otro";"Pajarito";44
"5902";"Con heridos";"Volcamiento";"Pedregal";44
"1669";"Con heridos";"Otro";"Altavista Sector Central";43
"3004";"Con heridos";"Volcamiento";"Cucaracho";43
"4750";"Con heridos";"Volcamiento";"Las Brisas";43
"4873";"Con heridos";"Otro";"Las Mercedes";43
"5143";"Con heridos";"Otro";"Los Cerros El Vergel";43
"7561";"Con heridos";"Atropello";"Villa Liliam";43
"7666";"Con heridos";"Volcamiento";"Villatina";43
"1714";"Con heridos";"Caida de Ocupante";"Antonio Nariño";42
"2479";"Con heridos";"Otro";"Bosques de San Pablo";42
"3141";"Solo daños";"Choque";"El Compromiso";42
"4270";"Con heridos";"Caida de Ocupante";"La Florida";42
"4336";"Con heridos";"Volcamiento";"La Gloria";42
"4573";"Con heridos";"Atropello";"La Pilarica";42
"5521";"Con heridos";"Otro";"Moscú No. 1";42
"5833";"Con heridos";"Atropello";"Parque Juan Pablo II";42
"6784";"Con heridos";"Volcamiento";"Sevilla";42
"1894";"Con heridos";"Caida de Ocupante";"Asomadera No. 2";41
"2611";"Con heridos";"Atropello";"Calasanz";41
"2893";"Con heridos";"Otro";"Centro Administrativo";41
"4465";"Con heridos";"Atropello";"La Mansión";41
"4972";"Con heridos";"Caida de Ocupante";"Loma de los Bernal";41
"5791";"Con heridos";"Otro";"Palenque";41
"6061";"Con heridos";"Otro";"Playón de Los Comuneros";41
"7384";"Con heridos";"Caida de Ocupante";"Veinte de Julio";41
"7597";"Con heridos";"Atropello";"Villa Niza";41
"7603";"Con heridos";"Choque";"Villa Niza";41
"1665";"Solo daños";"Choque";"Altavista Sector Central";40
"2215";"Con heridos";"Atropello";"Belalcázar";40
"4033";"Con heridos";"Atropello";"Juan XXIII La Quiebra";40
"4756";"Con heridos";"Caida de Ocupante";"Las Esmeraldas";40
"5092";"Con heridos";"Volcamiento";"Los Ángeles";40
"5452";"Con heridos";"Volcamiento";"Miranda";40
"5869";"Con heridos";"Atropello";"Patio Bonito";40
"5995";"Con heridos";"Atropello";"Piedras Blancas";40
"6298";"Con heridos";"Volcamiento";"San Javier No.1";40
"6646";"Con heridos";"Caida de Ocupante";"Santa Mónica";40
"7321";"Con heridos";"Otro";"U.D. Atanasio Girardot";40
"1657";"Con heridos";"Atropello";"Altavista Sector Central";39
"2986";"Con heridos";"Volcamiento";"Cuarta Brigada";39
"3865";"Con heridos";"Otro";"Granada";39
"3967";"Con heridos";"Choque";"Inst";39
"4195";"Con heridos";"Atropello";"La Cruz";39
"4237";"Con heridos";"Choque";"La Esperanza No. 2";39
"4639";"Con heridos";"Otro";"La Rosa";39
"4732";"Con heridos";"Volcamiento";"Las Acacias";39
"4765";"Con heridos";"Otro";"Las Esmeraldas";39
"5125";"Con heridos";"Otro";"Los Balsos No.2";39
"6319";"Con heridos";"Atropello";"San Joaquín";39
"7309";"Con heridos";"Atropello";"U.D. Atanasio Girardot";39
"1711";"Con heridos";"Atropello";"Antonio Nariño";38
"2302";"Con heridos";"Volcamiento";"Berlin";38
"2410";"Con heridos";"Volcamiento";"Bomboná No. 1";38
"2842";"Con heridos";"Volcamiento";"Castropol";38
"3157";"Con heridos";"Choque";"El Corazón";38
"3382";"Con heridos";"Volcamiento";"El Poblado";38
"3724";"Con heridos";"Volcamiento";"Fátima";38
"4660";"Con heridos";"Volcamiento";"La Salle";38
"4807";"Con heridos";"Atropello";"Las Independencias";38
"4855";"Con heridos";"Otro";"Las Lomas No.2";38
"5743";"Con heridos";"Atropello";"Pablo VI";38
"6442";"Con heridos";"Volcamiento";"San Martín de Porres";38
"6610";"Con heridos";"Caida de Ocupante";"Santa María de los Ángeles";38
"1705";"Con heridos";"Otro";"Andalucía";37
"2122";"Con heridos";"Volcamiento";"Barrio Colombia";37
"2470";"Con heridos";"Caida de Ocupante";"Bosques de San Pablo";37
"2851";"Con heridos";"Choque";"Cataluña";37
"3159";"Solo daños";"Choque";"El Corazón";37
"3505";"Con heridos";"Otro";"El Salado";37
"3949";"Con heridos";"Choque";"Hospital San Vicente de Paúl";37
"4239";"Solo daños";"Choque";"La Esperanza No. 2";37
"5002";"Con heridos";"Volcamiento";"López de Mesa";37
"5107";"Con heridos";"Otro";"Los Balsos No.1";37
"5290";"Con heridos";"Volcamiento";"Manrique Central No. 2";37
"5701";"Con heridos";"Otro";"Olaya Herrera";37
"5764";"Con heridos";"Caida de Ocupante";"Pajarito";37
"6589";"Con heridos";"Atropello";"Santa Margarita";37
"6970";"Con heridos";"Caida de Ocupante";"Suburbano La Loma";37
"7162";"Con heridos";"Volcamiento";"Suramericana";37
"1888";"Con heridos";"Volcamiento";"Asomadera No. 1";36
"3058";"Con heridos";"Volcamiento";"Doce de Octubre No.2";36
"3139";"Con heridos";"Choque";"El Compromiso";36
"3307";"Con heridos";"Otro";"El Pesebre";36
"3499";"Con heridos";"Choque";"El Salado";36
"4203";"Solo daños";"Choque";"La Cruz";36
"4297";"Con heridos";"Otro";"La Francia";36
"5200";"Con heridos";"Volcamiento";"Los Mangos";36
"6502";"Con heridos";"Caida de Ocupante";"Santa Cruz";36
"6607";"Con heridos";"Atropello";"Santa María de los Ángeles";36
"7522";"Con heridos";"Volcamiento";"Villa Flora";36
"1660";"Con heridos";"Caida de Ocupante";"Altavista Sector Central";35
"1696";"Con heridos";"Caida de Ocupante";"Andalucía";35
"2281";"Con heridos";"Otro";"Bello Horizonte";35
"3526";"Con heridos";"Volcamiento";"El Salvador";35
"4162";"Con heridos";"Caida de Ocupante";"La Castellana";35
"5131";"Con heridos";"Atropello";"Los Cerros El Vergel";35
"5767";"Con heridos";"Choque";"Pajarito";35
"5782";"Con heridos";"Caida de Ocupante";"Palenque";35
"7306";"Con heridos";"Volcamiento";"Trinidad";35
"7558";"Con heridos";"Volcamiento";"Villa Hermosa";35
"1579";"Con heridos";"Otro";"Alejandría";34
"2349";"Solo daños";"Choque";"Betania";34
"2518";"Con heridos";"Volcamiento";"Boyacá";34
"2662";"Con heridos";"Volcamiento";"Calle Nueva";34
"3493";"Con heridos";"Atropello";"El Salado";34
"4228";"Con heridos";"Volcamiento";"La Esperanza";34
"4351";"Con heridos";"Otro";"La Hondonada";34
"4861";"Con heridos";"Atropello";"Las Mercedes";34
"4948";"Con heridos";"Volcamiento";"Laureles";34
"5236";"Con heridos";"Volcamiento";"Los Pinos";34
"6262";"Con heridos";"Volcamiento";"San Germán";34
"6304";"Con heridos";"Caida de Ocupante";"San Javier No.2";34
"6741";"Solo daños";"Choque";"Santo Domingo Savio No. 2";34
"7569";"Solo daños";"Choque";"Villa Liliam";34
"2335";"Con heridos";"Otro";"Bermejal-Los Alamos";33
"2576";"Con muertos";"Atropello";"Cabecera San Antonio de Prado";33
"2875";"Con heridos";"Otro";"Cementerio Universal";33
"3256";"Con heridos";"Volcamiento";"El Estadio";33
"3295";"Con heridos";"Atropello";"El Pesebre";33
"4369";"Con heridos";"Otro";"La Isla";33
"4468";"Con heridos";"Caida de Ocupante";"La Mansión";33
"4630";"Con heridos";"Caida de Ocupante";"La Rosa";33
"4828";"Con heridos";"Caida de Ocupante";"Las Lomas No.1";33
"4864";"Con heridos";"Caida de Ocupante";"Las Mercedes";33
"4912";"Con heridos";"Volcamiento";"Las Playas";33
"4951";"Con heridos";"Atropello";"Llanaditas";33
"5347";"Con heridos";"Atropello";"María Cano Carambolas";33
"5434";"Con heridos";"Volcamiento";"Miraflores";33
"5692";"Con heridos";"Caida de Ocupante";"Olaya Herrera";33
"5751";"Solo daños";"Choque";"Pablo VI";33
"6574";"Con heridos";"Caida de Ocupante";"Santa Lucía";33
"7144";"Con heridos";"Volcamiento";"Sucre";33
"1699";"Con heridos";"Choque";"Andalucía";32
"2032";"Con heridos";"Volcamiento";"Aures No.1";32
"2053";"Con heridos";"Atropello";"B. Cerro  El Volador";32
"2263";"Con heridos";"Otro";"Belencito";32
"2848";"Con heridos";"Caida de Ocupante";"Cataluña";32
"3496";"Con heridos";"Caida de Ocupante";"El Salado";32
"4192";"Con heridos";"Volcamiento";"La Colina";32
"4315";"Con heridos";"Otro";"La Frontera";32
"5992";"Con heridos";"Volcamiento";"Picacho";32
"6313";"Con heridos";"Otro";"San Javier No.2";32
"6415";"Con heridos";"Choque";"San Lucas";32
"6730";"Con heridos";"Volcamiento";"Santo Domingo Savio No. 1";32
"7011";"Solo daños";"Choque";"Suburbano Mirador del Poblado";32
"1687";"Con heridos";"Otro";"Altos del Poblado";31
"2428";"Con heridos";"Volcamiento";"Bomboná No. 2";31
"3187";"Con heridos";"Atropello";"El Danubio";31
"3220";"Con heridos";"Volcamiento";"El Diamante";31
"3739";"Con heridos";"Otro";"Ferrini";31
"3832";"Con heridos";"Volcamiento";"Gerona";31
"4897";"Con heridos";"Atropello";"Las Playas";31
"5206";"Con heridos";"Caida de Ocupante";"Los Naranjos";31
"5617";"Con heridos";"Atropello";"Nueva Villa de la Iguaná";31
"5725";"Con heridos";"Atropello";"Oriente";31
"6799";"Con heridos";"Otro";"Simón Bolívar";31
"6967";"Con heridos";"Atropello";"Suburbano La Loma";31
"1642";"Con heridos";"Caida de Ocupante";"Altavista";30
"2799";"Solo daños";"Choque";"Carpinelo";30
"3289";"Con heridos";"Otro";"El Nogal-Los Almendros";30
"3730";"Con heridos";"Caida de Ocupante";"Ferrini";30
"4342";"Con heridos";"Caida de Ocupante";"La Hondonada";30
"5113";"Con heridos";"Atropello";"Los Balsos No.2";30
"6568";"Con heridos";"Volcamiento";"Santa Inés";30
"7600";"Con heridos";"Caida de Ocupante";"Villa Niza";30
"2065";"Con heridos";"Otro";"B. Cerro  El Volador";29
"3427";"Con heridos";"Choque";"El Progreso No.2";29
"4036";"Con heridos";"Caida de Ocupante";"Juan XXIII La Quiebra";29
"4383";"Solo daños";"Choque";"La Ladera";29
"4624";"Con heridos";"Volcamiento";"La Pradera";29
"5481";"Solo daños";"Choque";"Monteclaro";29
"5884";"Con heridos";"Volcamiento";"Patio Bonito";29
"7414";"Con heridos";"Volcamiento";"Versalles No. 1";29
"2344";"Con heridos";"Caida de Ocupante";"Betania";28
"2367";"Solo daños";"Choque";"Blanquizal";28
"2536";"Con heridos";"Volcamiento";"Brasilia";28
"2884";"Con heridos";"Caida de Ocupante";"Centro Administrativo";28
"3151";"Con heridos";"Atropello";"El Corazón";28
"3424";"Con heridos";"Caida de Ocupante";"El Progreso No.2";28
"3778";"Con heridos";"Volcamiento";"Florida Nueva";28
"3874";"Con heridos";"Caida de Ocupante";"Granizal";28
"4066";"Con heridos";"Volcamiento";"Kennedy";28
"4363";"Con heridos";"Choque";"La Isla";28
"5116";"Con heridos";"Caida de Ocupante";"Los Balsos No.2";28
"5779";"Con heridos";"Atropello";"Palenque";28
"6052";"Con heridos";"Caida de Ocupante";"Playón de Los Comuneros";28
"6787";"Con heridos";"Atropello";"Simón Bolívar";28
"7255";"Con heridos";"Atropello";"Trece de Noviembre";28
"7425";"Solo daños";"Choque";"Versalles No. 2";28
"1915";"Con heridos";"Choque";"Asomadera No. 3";27
"2326";"Con heridos";"Caida de Ocupante";"Bermejal-Los Alamos";27
"2680";"Con heridos";"Volcamiento";"Campo Alegre";27
"3109";"Con heridos";"Otro";"El Castillo";27
"3796";"Con heridos";"Volcamiento";"Francisco Antonio Zea";27
"4519";"Con heridos";"Atropello";"La Mota";27
"4534";"Con heridos";"Volcamiento";"La Mota";27
"4969";"Con heridos";"Atropello";"Loma de los Bernal";27
"5851";"Con heridos";"Atropello";"Parque Norte";27
"6583";"Con heridos";"Otro";"Santa Lucía";27
"6736";"Con heridos";"Caida de Ocupante";"Santo Domingo Savio No. 2";27
"6790";"Con heridos";"Caida de Ocupante";"Simón Bolívar";27
"1807";"Con heridos";"Choque";"Área de Expansión Altos de Calasanz";26
"1873";"Con heridos";"Atropello";"Asomadera No. 1";26
"2608";"Con heridos";"Volcamiento";"Cabecera Urbana San Cristobal";26
"3807";"Solo daños";"Choque";"Fuente Clara";26
"3811";"Con heridos";"Otro";"Fuente Clara";26
"4045";"Con heridos";"Otro";"Juan XXIII La Quiebra";26
"4126";"Con heridos";"Caida de Ocupante";"La Avanzada";26
"4306";"Con heridos";"Caida de Ocupante";"La Frontera";26
"5476";"Con heridos";"Caida de Ocupante";"Monteclaro";26
"5485";"Con heridos";"Otro";"Monteclaro";26
"5653";"Con heridos";"Atropello";"Nuevos Conquistadores";26
"6003";"Solo daños";"Choque";"Piedras Blancas";26
"7609";"Con heridos";"Otro";"Villa Niza";26
"2341";"Con heridos";"Atropello";"Betania";25
"2803";"Con heridos";"Otro";"Carpinelo";25
"2845";"Con heridos";"Atropello";"Cataluña";25
"2881";"Con heridos";"Atropello";"Centro Administrativo";25
"3727";"Con heridos";"Atropello";"Ferrini";25
"3991";"Con heridos";"Otro";"Jardín Botánico";25
"4264";"Con heridos";"Volcamiento";"La Floresta";25
"5812";"Con heridos";"Volcamiento";"Palermo";25
"1549";"Con heridos";"Atropello";"Aldea Pablo VI";24
"1744";"Con heridos";"Volcamiento";"Aranjuez";24
"2629";"Con heridos";"Atropello";"Calasanz Parte Alta";24
"2860";"Con heridos";"Volcamiento";"Cataluña";24
"2950";"Con heridos";"Volcamiento";"Córdoba";24
"3421";"Con heridos";"Atropello";"El Progreso No.2";24
"3562";"Con heridos";"Volcamiento";"El Tesoro";24
"4606";"Con heridos";"Volcamiento";"La Piñuela";24
"4786";"Con heridos";"Volcamiento";"Las Estancias";24
"5962";"Con heridos";"Caida de Ocupante";"Picachito";24
"6334";"Con heridos";"Volcamiento";"San Joaquín";24
"6478";"Con heridos";"Volcamiento";"San Pablo";24
"6691";"Con heridos";"Otro";"Santa Teresita";24
"1726";"Con heridos";"Volcamiento";"Antonio Nariño";23
"1861";"Con heridos";"Choque";"Área de Expansión San Antonio de Prado";23
"2176";"Con heridos";"Volcamiento";"Barrio de Jesús";23
"2251";"Con heridos";"Atropello";"Belencito";23
"3277";"Con heridos";"Atropello";"El Nogal-Los Almendros";23
"3433";"Con heridos";"Otro";"El Progreso No.2";23
"3529";"Con heridos";"Atropello";"El Socorro";23
"3547";"Con heridos";"Atropello";"El Tesoro";23
"4437";"Solo daños";"Choque";"La Loma de Los Bernal";23
"4588";"Con heridos";"Volcamiento";"La Pilarica";23
"5056";"Con heridos";"Volcamiento";"Los Alcázares";23
"5134";"Con heridos";"Caida de Ocupante";"Los Cerros El Vergel";23
"5461";"Con heridos";"Choque";"Miravalle";23
"5661";"Solo daños";"Choque";"Nuevos Conquistadores";23
"6100";"Con heridos";"Volcamiento";"Popular";23
"6322";"Con heridos";"Caida de Ocupante";"San Joaquín";23
"6643";"Con heridos";"Atropello";"Santa Mónica";23
"6679";"Con heridos";"Atropello";"Santa Teresita";23
"7119";"Solo daños";"Choque";"Suburbano Travesias";23
"7198";"Con heridos";"Volcamiento";"Tenche";23
"7540";"Con heridos";"Volcamiento";"Villa Guadalupe";23
"7567";"Con heridos";"Choque";"Villa Liliam";23
"1678";"Con heridos";"Caida de Ocupante";"Altos del Poblado";22
"1863";"Solo daños";"Choque";"Área de Expansión San Antonio de Prado";22
"2437";"Con heridos";"Choque";"Bomboná No.1";22
"2439";"Solo daños";"Choque";"Bomboná No.1";22
"2743";"Con heridos";"Choque";"Campo Valdés No.2";22
"3487";"Con heridos";"Otro";"El Rodeo";22
"3856";"Con heridos";"Caida de Ocupante";"Granada";22
"4282";"Con heridos";"Volcamiento";"La Florida";22
"4959";"Solo daños";"Choque";"Llanaditas";22
"5218";"Con heridos";"Volcamiento";"Los Naranjos";22
"5479";"Con heridos";"Choque";"Monteclaro";22
"5542";"Con heridos";"Volcamiento";"Moscú No. 2";22
"6194";"Con muertos";"Atropello";"San Benito";22
"6712";"Con heridos";"Volcamiento";"Santander";22
"7312";"Con heridos";"Caida de Ocupante";"U.D. Atanasio Girardot";22
"7333";"Con heridos";"Choque";"U.P.B.";22
"7564";"Con heridos";"Caida de Ocupante";"Villa Liliam";22
"1906";"Con heridos";"Volcamiento";"Asomadera No. 2";21
"2230";"Con heridos";"Volcamiento";"Belalcázar";21
"2467";"Con heridos";"Atropello";"Bosques de San Pablo";21
"2794";"Con heridos";"Caida de Ocupante";"Carpinelo";21
"3040";"Con heridos";"Volcamiento";"Doce de Octubre No.1";21
"3400";"Con heridos";"Volcamiento";"El Pomar";21
"3475";"Con heridos";"Atropello";"El Rodeo";21
"3616";"Con heridos";"Volcamiento";"El Velódromo";21
"4142";"Con muertos";"Atropello";"La Candelaria";21
"4201";"Con heridos";"Choque";"La Cruz";21
"4360";"Con heridos";"Caida de Ocupante";"La Isla";21
"4498";"Con heridos";"Volcamiento";"La Milagrosa";21
"5203";"Con heridos";"Atropello";"Los Naranjos";21
"5611";"Con heridos";"Otro";"Nueva Villa de Aburrá";21
"5731";"Con heridos";"Choque";"Oriente";21
"5965";"Con heridos";"Choque";"Picachito";21
"2056";"Con heridos";"Caida de Ocupante";"B. Cerro  El Volador";20
"2254";"Con heridos";"Caida de Ocupante";"Belencito";20
"3478";"Con heridos";"Caida de Ocupante";"El Rodeo";20
"3577";"Con heridos";"Otro";"El Triunfo";20
"3908";"Con muertos";"Atropello";"Guayaquil";20
"3973";"Con heridos";"Otro";"Inst";20
"3979";"Con heridos";"Atropello";"Jardín Botánico";20
"3982";"Con heridos";"Caida de Ocupante";"Jardín Botánico";20
"4039";"Con heridos";"Choque";"Juan XXIII La Quiebra";20
"4135";"Con heridos";"Otro";"La Avanzada";20
"4243";"Con heridos";"Otro";"La Esperanza No. 2";20
"4408";"Con heridos";"Volcamiento";"La Libertad";20
"4570";"Con heridos";"Volcamiento";"La Palma";20
"4687";"Con heridos";"Choque";"La Verde";20
"6622";"Con heridos";"Volcamiento";"Santa María de los Ángeles";20
"6628";"Con heridos";"Caida de Ocupante";"Santa María de Los Ángeles";20
"6883";"Con heridos";"Choque";"Suburbano Altavista";20
"7504";"Con heridos";"Volcamiento";"Villa del Socorro";20
"1161";"Solo daños";"Choque";"1419";19
"1570";"Con heridos";"Caida de Ocupante";"Alejandría";19
"1636";"Con heridos";"Volcamiento";"Altamira";19
"2359";"Con heridos";"Atropello";"Blanquizal";19
"2866";"Con heridos";"Caida de Ocupante";"Cementerio Universal";19
"3235";"Con heridos";"Otro";"El Diamante No. 2";19
"3280";"Con heridos";"Caida de Ocupante";"El Nogal-Los Almendros";19
"3868";"Con heridos";"Volcamiento";"Granada";19
"4234";"Con heridos";"Caida de Ocupante";"La Esperanza No. 2";19
"4455";"Solo daños";"Choque";"La Loma Oriental";19
