"";"Var1";"Var2";"Var3";"Freq"
"449";"Con muertos";"Volcamiento";"0606";0
"450";"Solo daños";"Volcamiento";"0606";0
"451";"Con heridos";"Atropello";"0711";0
"452";"Con muertos";"Atropello";"0711";0
"453";"Solo daños";"Atropello";"0711";0
"454";"Con heridos";"Caida de Ocupante";"0711";0
"455";"Con muertos";"Caida de Ocupante";"0711";0
"456";"Solo daños";"Caida de Ocupante";"0711";0
"457";"Con heridos";"Choque";"0711";0
"458";"Con muertos";"Choque";"0711";0
"460";"Con heridos";"Incendio";"0711";0
"461";"Con muertos";"Incendio";"0711";0
"462";"Solo daños";"Incendio";"0711";0
"463";"Con heridos";"Otro";"0711";0
"464";"Con muertos";"Otro";"0711";0
"465";"Solo daños";"Otro";"0711";0
"466";"Con heridos";"Volcamiento";"0711";0
"467";"Con muertos";"Volcamiento";"0711";0
"468";"Solo daños";"Volcamiento";"0711";0
"469";"Con heridos";"Atropello";"0712";0
"470";"Con muertos";"Atropello";"0712";0
"471";"Solo daños";"Atropello";"0712";0
"473";"Con muertos";"Caida de Ocupante";"0712";0
"474";"Solo daños";"Caida de Ocupante";"0712";0
"475";"Con heridos";"Choque";"0712";0
"476";"Con muertos";"Choque";"0712";0
"477";"Solo daños";"Choque";"0712";0
"478";"Con heridos";"Incendio";"0712";0
"479";"Con muertos";"Incendio";"0712";0
"480";"Solo daños";"Incendio";"0712";0
"481";"Con heridos";"Otro";"0712";0
"482";"Con muertos";"Otro";"0712";0
"483";"Solo daños";"Otro";"0712";0
"485";"Con muertos";"Volcamiento";"0712";0
"486";"Solo daños";"Volcamiento";"0712";0
"487";"Con heridos";"Atropello";"0716";0
"488";"Con muertos";"Atropello";"0716";0
"489";"Solo daños";"Atropello";"0716";0
"490";"Con heridos";"Caida de Ocupante";"0716";0
"491";"Con muertos";"Caida de Ocupante";"0716";0
"492";"Solo daños";"Caida de Ocupante";"0716";0
"494";"Con muertos";"Choque";"0716";0
"495";"Solo daños";"Choque";"0716";0
"496";"Con heridos";"Incendio";"0716";0
"497";"Con muertos";"Incendio";"0716";0
"498";"Solo daños";"Incendio";"0716";0
"499";"Con heridos";"Otro";"0716";0
"500";"Con muertos";"Otro";"0716";0
"501";"Solo daños";"Otro";"0716";0
"502";"Con heridos";"Volcamiento";"0716";0
"503";"Con muertos";"Volcamiento";"0716";0
"504";"Solo daños";"Volcamiento";"0716";0
"506";"Con muertos";"Atropello";"0717";0
"507";"Solo daños";"Atropello";"0717";0
"508";"Con heridos";"Caida de Ocupante";"0717";0
"509";"Con muertos";"Caida de Ocupante";"0717";0
"510";"Solo daños";"Caida de Ocupante";"0717";0
"512";"Con muertos";"Choque";"0717";0
"513";"Solo daños";"Choque";"0717";0
"514";"Con heridos";"Incendio";"0717";0
"515";"Con muertos";"Incendio";"0717";0
"516";"Solo daños";"Incendio";"0717";0
"517";"Con heridos";"Otro";"0717";0
"518";"Con muertos";"Otro";"0717";0
"519";"Solo daños";"Otro";"0717";0
"520";"Con heridos";"Volcamiento";"0717";0
"521";"Con muertos";"Volcamiento";"0717";0
"522";"Solo daños";"Volcamiento";"0717";0
"523";"Con heridos";"Atropello";"0803";0
"524";"Con muertos";"Atropello";"0803";0
"525";"Solo daños";"Atropello";"0803";0
"526";"Con heridos";"Caida de Ocupante";"0803";0
"527";"Con muertos";"Caida de Ocupante";"0803";0
"528";"Solo daños";"Caida de Ocupante";"0803";0
"529";"Con heridos";"Choque";"0803";0
"530";"Con muertos";"Choque";"0803";0
"532";"Con heridos";"Incendio";"0803";0
"533";"Con muertos";"Incendio";"0803";0
"534";"Solo daños";"Incendio";"0803";0
"535";"Con heridos";"Otro";"0803";0
"536";"Con muertos";"Otro";"0803";0
"537";"Solo daños";"Otro";"0803";0
"538";"Con heridos";"Volcamiento";"0803";0
"539";"Con muertos";"Volcamiento";"0803";0
"540";"Solo daños";"Volcamiento";"0803";0
"542";"Con muertos";"Atropello";"0809";0
"543";"Solo daños";"Atropello";"0809";0
"545";"Con muertos";"Caida de Ocupante";"0809";0
"546";"Solo daños";"Caida de Ocupante";"0809";0
"547";"Con heridos";"Choque";"0809";0
"548";"Con muertos";"Choque";"0809";0
"549";"Solo daños";"Choque";"0809";0
"550";"Con heridos";"Incendio";"0809";0
"551";"Con muertos";"Incendio";"0809";0
"552";"Solo daños";"Incendio";"0809";0
"554";"Con muertos";"Otro";"0809";0
"555";"Solo daños";"Otro";"0809";0
"556";"Con heridos";"Volcamiento";"0809";0
"557";"Con muertos";"Volcamiento";"0809";0
"558";"Solo daños";"Volcamiento";"0809";0
"560";"Con muertos";"Atropello";"0811";0
"561";"Solo daños";"Atropello";"0811";0
"563";"Con muertos";"Caida de Ocupante";"0811";0
"564";"Solo daños";"Caida de Ocupante";"0811";0
"565";"Con heridos";"Choque";"0811";0
"566";"Con muertos";"Choque";"0811";0
"568";"Con heridos";"Incendio";"0811";0
"569";"Con muertos";"Incendio";"0811";0
"570";"Solo daños";"Incendio";"0811";0
"572";"Con muertos";"Otro";"0811";0
"573";"Solo daños";"Otro";"0811";0
"575";"Con muertos";"Volcamiento";"0811";0
"576";"Solo daños";"Volcamiento";"0811";0
"578";"Con muertos";"Atropello";"0813";0
"579";"Solo daños";"Atropello";"0813";0
"581";"Con muertos";"Caida de Ocupante";"0813";0
"582";"Solo daños";"Caida de Ocupante";"0813";0
"583";"Con heridos";"Choque";"0813";0
"584";"Con muertos";"Choque";"0813";0
"586";"Con heridos";"Incendio";"0813";0
"587";"Con muertos";"Incendio";"0813";0
"588";"Solo daños";"Incendio";"0813";0
"590";"Con muertos";"Otro";"0813";0
"591";"Solo daños";"Otro";"0813";0
"592";"Con heridos";"Volcamiento";"0813";0
"593";"Con muertos";"Volcamiento";"0813";0
"594";"Solo daños";"Volcamiento";"0813";0
"595";"Con heridos";"Atropello";"0815";0
"596";"Con muertos";"Atropello";"0815";0
"597";"Solo daños";"Atropello";"0815";0
"598";"Con heridos";"Caida de Ocupante";"0815";0
"599";"Con muertos";"Caida de Ocupante";"0815";0
"600";"Solo daños";"Caida de Ocupante";"0815";0
"602";"Con muertos";"Choque";"0815";0
"603";"Solo daños";"Choque";"0815";0
"604";"Con heridos";"Incendio";"0815";0
"605";"Con muertos";"Incendio";"0815";0
"606";"Solo daños";"Incendio";"0815";0
"607";"Con heridos";"Otro";"0815";0
"608";"Con muertos";"Otro";"0815";0
"609";"Solo daños";"Otro";"0815";0
"610";"Con heridos";"Volcamiento";"0815";0
"611";"Con muertos";"Volcamiento";"0815";0
"612";"Solo daños";"Volcamiento";"0815";0
"613";"Con heridos";"Atropello";"0819";0
"614";"Con muertos";"Atropello";"0819";0
"615";"Solo daños";"Atropello";"0819";0
"617";"Con muertos";"Caida de Ocupante";"0819";0
"618";"Solo daños";"Caida de Ocupante";"0819";0
"619";"Con heridos";"Choque";"0819";0
"620";"Con muertos";"Choque";"0819";0
"621";"Solo daños";"Choque";"0819";0
"622";"Con heridos";"Incendio";"0819";0
"623";"Con muertos";"Incendio";"0819";0
"624";"Solo daños";"Incendio";"0819";0
"625";"Con heridos";"Otro";"0819";0
"626";"Con muertos";"Otro";"0819";0
"627";"Solo daños";"Otro";"0819";0
"628";"Con heridos";"Volcamiento";"0819";0
"629";"Con muertos";"Volcamiento";"0819";0
"630";"Solo daños";"Volcamiento";"0819";0
"631";"Con heridos";"Atropello";"0903";0
"632";"Con muertos";"Atropello";"0903";0
"633";"Solo daños";"Atropello";"0903";0
"634";"Con heridos";"Caida de Ocupante";"0903";0
"635";"Con muertos";"Caida de Ocupante";"0903";0
"636";"Solo daños";"Caida de Ocupante";"0903";0
"637";"Con heridos";"Choque";"0903";0
"638";"Con muertos";"Choque";"0903";0
"640";"Con heridos";"Incendio";"0903";0
"641";"Con muertos";"Incendio";"0903";0
"642";"Solo daños";"Incendio";"0903";0
"643";"Con heridos";"Otro";"0903";0
"644";"Con muertos";"Otro";"0903";0
"645";"Solo daños";"Otro";"0903";0
"646";"Con heridos";"Volcamiento";"0903";0
"647";"Con muertos";"Volcamiento";"0903";0
"648";"Solo daños";"Volcamiento";"0903";0
"649";"Con heridos";"Atropello";"0906";0
"650";"Con muertos";"Atropello";"0906";0
"651";"Solo daños";"Atropello";"0906";0
"652";"Con heridos";"Caida de Ocupante";"0906";0
"653";"Con muertos";"Caida de Ocupante";"0906";0
"654";"Solo daños";"Caida de Ocupante";"0906";0
"655";"Con heridos";"Choque";"0906";0
"656";"Con muertos";"Choque";"0906";0
"658";"Con heridos";"Incendio";"0906";0
"659";"Con muertos";"Incendio";"0906";0
"660";"Solo daños";"Incendio";"0906";0
"661";"Con heridos";"Otro";"0906";0
"662";"Con muertos";"Otro";"0906";0
"663";"Solo daños";"Otro";"0906";0
"664";"Con heridos";"Volcamiento";"0906";0
"665";"Con muertos";"Volcamiento";"0906";0
"666";"Solo daños";"Volcamiento";"0906";0
"667";"Con heridos";"Atropello";"0907";0
"668";"Con muertos";"Atropello";"0907";0
"669";"Solo daños";"Atropello";"0907";0
"670";"Con heridos";"Caida de Ocupante";"0907";0
"671";"Con muertos";"Caida de Ocupante";"0907";0
"672";"Solo daños";"Caida de Ocupante";"0907";0
"674";"Con muertos";"Choque";"0907";0
"676";"Con heridos";"Incendio";"0907";0
"677";"Con muertos";"Incendio";"0907";0
"678";"Solo daños";"Incendio";"0907";0
"679";"Con heridos";"Otro";"0907";0
"680";"Con muertos";"Otro";"0907";0
"681";"Solo daños";"Otro";"0907";0
"682";"Con heridos";"Volcamiento";"0907";0
"683";"Con muertos";"Volcamiento";"0907";0
"684";"Solo daños";"Volcamiento";"0907";0
"685";"Con heridos";"Atropello";"0912";0
"686";"Con muertos";"Atropello";"0912";0
"687";"Solo daños";"Atropello";"0912";0
"688";"Con heridos";"Caida de Ocupante";"0912";0
"689";"Con muertos";"Caida de Ocupante";"0912";0
"690";"Solo daños";"Caida de Ocupante";"0912";0
"692";"Con muertos";"Choque";"0912";0
"694";"Con heridos";"Incendio";"0912";0
"695";"Con muertos";"Incendio";"0912";0
"696";"Solo daños";"Incendio";"0912";0
"697";"Con heridos";"Otro";"0912";0
"698";"Con muertos";"Otro";"0912";0
"699";"Solo daños";"Otro";"0912";0
"700";"Con heridos";"Volcamiento";"0912";0
"701";"Con muertos";"Volcamiento";"0912";0
"702";"Solo daños";"Volcamiento";"0912";0
"704";"Con muertos";"Atropello";"0914";0
"705";"Solo daños";"Atropello";"0914";0
"706";"Con heridos";"Caida de Ocupante";"0914";0
"707";"Con muertos";"Caida de Ocupante";"0914";0
"708";"Solo daños";"Caida de Ocupante";"0914";0
"709";"Con heridos";"Choque";"0914";0
"710";"Con muertos";"Choque";"0914";0
"712";"Con heridos";"Incendio";"0914";0
"713";"Con muertos";"Incendio";"0914";0
"714";"Solo daños";"Incendio";"0914";0
"715";"Con heridos";"Otro";"0914";0
"716";"Con muertos";"Otro";"0914";0
"717";"Solo daños";"Otro";"0914";0
"718";"Con heridos";"Volcamiento";"0914";0
"719";"Con muertos";"Volcamiento";"0914";0
"720";"Solo daños";"Volcamiento";"0914";0
"721";"Con heridos";"Atropello";"1001";0
"722";"Con muertos";"Atropello";"1001";0
"723";"Solo daños";"Atropello";"1001";0
"724";"Con heridos";"Caida de Ocupante";"1001";0
"725";"Con muertos";"Caida de Ocupante";"1001";0
"726";"Solo daños";"Caida de Ocupante";"1001";0
"728";"Con muertos";"Choque";"1001";0
"730";"Con heridos";"Incendio";"1001";0
"731";"Con muertos";"Incendio";"1001";0
"732";"Solo daños";"Incendio";"1001";0
"734";"Con muertos";"Otro";"1001";0
"735";"Solo daños";"Otro";"1001";0
"736";"Con heridos";"Volcamiento";"1001";0
"737";"Con muertos";"Volcamiento";"1001";0
"738";"Solo daños";"Volcamiento";"1001";0
"739";"Con heridos";"Atropello";"1003";0
"740";"Con muertos";"Atropello";"1003";0
"741";"Solo daños";"Atropello";"1003";0
"742";"Con heridos";"Caida de Ocupante";"1003";0
"743";"Con muertos";"Caida de Ocupante";"1003";0
"744";"Solo daños";"Caida de Ocupante";"1003";0
"748";"Con heridos";"Incendio";"1003";0
"749";"Con muertos";"Incendio";"1003";0
"750";"Solo daños";"Incendio";"1003";0
"751";"Con heridos";"Otro";"1003";0
"752";"Con muertos";"Otro";"1003";0
"753";"Solo daños";"Otro";"1003";0
"754";"Con heridos";"Volcamiento";"1003";0
"755";"Con muertos";"Volcamiento";"1003";0
"756";"Solo daños";"Volcamiento";"1003";0
"757";"Con heridos";"Atropello";"1004";0
"758";"Con muertos";"Atropello";"1004";0
"759";"Solo daños";"Atropello";"1004";0
"760";"Con heridos";"Caida de Ocupante";"1004";0
"761";"Con muertos";"Caida de Ocupante";"1004";0
"762";"Solo daños";"Caida de Ocupante";"1004";0
"764";"Con muertos";"Choque";"1004";0
"766";"Con heridos";"Incendio";"1004";0
"767";"Con muertos";"Incendio";"1004";0
"768";"Solo daños";"Incendio";"1004";0
"769";"Con heridos";"Otro";"1004";0
"770";"Con muertos";"Otro";"1004";0
"771";"Solo daños";"Otro";"1004";0
"772";"Con heridos";"Volcamiento";"1004";0
"773";"Con muertos";"Volcamiento";"1004";0
"774";"Solo daños";"Volcamiento";"1004";0
"776";"Con muertos";"Atropello";"1007";0
"777";"Solo daños";"Atropello";"1007";0
"779";"Con muertos";"Caida de Ocupante";"1007";0
"780";"Solo daños";"Caida de Ocupante";"1007";0
"782";"Con muertos";"Choque";"1007";0
"784";"Con heridos";"Incendio";"1007";0
"785";"Con muertos";"Incendio";"1007";0
"786";"Solo daños";"Incendio";"1007";0
"788";"Con muertos";"Otro";"1007";0
"789";"Solo daños";"Otro";"1007";0
"791";"Con muertos";"Volcamiento";"1007";0
"792";"Solo daños";"Volcamiento";"1007";0
"793";"Con heridos";"Atropello";"1008";0
"794";"Con muertos";"Atropello";"1008";0
"795";"Solo daños";"Atropello";"1008";0
"796";"Con heridos";"Caida de Ocupante";"1008";0
"797";"Con muertos";"Caida de Ocupante";"1008";0
"798";"Solo daños";"Caida de Ocupante";"1008";0
"799";"Con heridos";"Choque";"1008";0
"800";"Con muertos";"Choque";"1008";0
"802";"Con heridos";"Incendio";"1008";0
"803";"Con muertos";"Incendio";"1008";0
"804";"Solo daños";"Incendio";"1008";0
"805";"Con heridos";"Otro";"1008";0
"806";"Con muertos";"Otro";"1008";0
"807";"Solo daños";"Otro";"1008";0
"808";"Con heridos";"Volcamiento";"1008";0
"809";"Con muertos";"Volcamiento";"1008";0
"810";"Solo daños";"Volcamiento";"1008";0
"812";"Con muertos";"Atropello";"1011";0
"813";"Solo daños";"Atropello";"1011";0
"815";"Con muertos";"Caida de Ocupante";"1011";0
"816";"Solo daños";"Caida de Ocupante";"1011";0
"817";"Con heridos";"Choque";"1011";0
"818";"Con muertos";"Choque";"1011";0
"820";"Con heridos";"Incendio";"1011";0
"821";"Con muertos";"Incendio";"1011";0
"822";"Solo daños";"Incendio";"1011";0
"823";"Con heridos";"Otro";"1011";0
"824";"Con muertos";"Otro";"1011";0
"825";"Solo daños";"Otro";"1011";0
"827";"Con muertos";"Volcamiento";"1011";0
"828";"Solo daños";"Volcamiento";"1011";0
"829";"Con heridos";"Atropello";"1012";0
"830";"Con muertos";"Atropello";"1012";0
"831";"Solo daños";"Atropello";"1012";0
"832";"Con heridos";"Caida de Ocupante";"1012";0
"833";"Con muertos";"Caida de Ocupante";"1012";0
"834";"Solo daños";"Caida de Ocupante";"1012";0
"835";"Con heridos";"Choque";"1012";0
"836";"Con muertos";"Choque";"1012";0
"838";"Con heridos";"Incendio";"1012";0
"839";"Con muertos";"Incendio";"1012";0
"840";"Solo daños";"Incendio";"1012";0
"841";"Con heridos";"Otro";"1012";0
"842";"Con muertos";"Otro";"1012";0
"843";"Solo daños";"Otro";"1012";0
"844";"Con heridos";"Volcamiento";"1012";0
"845";"Con muertos";"Volcamiento";"1012";0
"846";"Solo daños";"Volcamiento";"1012";0
"847";"Con heridos";"Atropello";"1015";0
"848";"Con muertos";"Atropello";"1015";0
"849";"Solo daños";"Atropello";"1015";0
"850";"Con heridos";"Caida de Ocupante";"1015";0
"851";"Con muertos";"Caida de Ocupante";"1015";0
"852";"Solo daños";"Caida de Ocupante";"1015";0
"853";"Con heridos";"Choque";"1015";0
"854";"Con muertos";"Choque";"1015";0
"856";"Con heridos";"Incendio";"1015";0
"857";"Con muertos";"Incendio";"1015";0
"858";"Solo daños";"Incendio";"1015";0
"859";"Con heridos";"Otro";"1015";0
"860";"Con muertos";"Otro";"1015";0
"861";"Solo daños";"Otro";"1015";0
"862";"Con heridos";"Volcamiento";"1015";0
"863";"Con muertos";"Volcamiento";"1015";0
"864";"Solo daños";"Volcamiento";"1015";0
"866";"Con muertos";"Atropello";"1018";0
"867";"Solo daños";"Atropello";"1018";0
"868";"Con heridos";"Caida de Ocupante";"1018";0
"869";"Con muertos";"Caida de Ocupante";"1018";0
"870";"Solo daños";"Caida de Ocupante";"1018";0
"871";"Con heridos";"Choque";"1018";0
"872";"Con muertos";"Choque";"1018";0
"874";"Con heridos";"Incendio";"1018";0
"875";"Con muertos";"Incendio";"1018";0
"876";"Solo daños";"Incendio";"1018";0
"878";"Con muertos";"Otro";"1018";0
"879";"Solo daños";"Otro";"1018";0
"881";"Con muertos";"Volcamiento";"1018";0
"882";"Solo daños";"Volcamiento";"1018";0
"884";"Con muertos";"Atropello";"1019";0
"885";"Solo daños";"Atropello";"1019";0
"887";"Con muertos";"Caida de Ocupante";"1019";0
"888";"Solo daños";"Caida de Ocupante";"1019";0
"890";"Con muertos";"Choque";"1019";0
"892";"Con heridos";"Incendio";"1019";0
"893";"Con muertos";"Incendio";"1019";0
"894";"Solo daños";"Incendio";"1019";0
"896";"Con muertos";"Otro";"1019";0
"897";"Solo daños";"Otro";"1019";0
"899";"Con muertos";"Volcamiento";"1019";0
"900";"Solo daños";"Volcamiento";"1019";0
"901";"Con heridos";"Atropello";"1020";0
"902";"Con muertos";"Atropello";"1020";0
"903";"Solo daños";"Atropello";"1020";0
"904";"Con heridos";"Caida de Ocupante";"1020";0
"905";"Con muertos";"Caida de Ocupante";"1020";0
"906";"Solo daños";"Caida de Ocupante";"1020";0
"908";"Con muertos";"Choque";"1020";0
"910";"Con heridos";"Incendio";"1020";0
"911";"Con muertos";"Incendio";"1020";0
"912";"Solo daños";"Incendio";"1020";0
"914";"Con muertos";"Otro";"1020";0
"915";"Solo daños";"Otro";"1020";0
"916";"Con heridos";"Volcamiento";"1020";0
"917";"Con muertos";"Volcamiento";"1020";0
"918";"Solo daños";"Volcamiento";"1020";0
"920";"Con muertos";"Atropello";"1101";0
"921";"Solo daños";"Atropello";"1101";0
"922";"Con heridos";"Caida de Ocupante";"1101";0
"923";"Con muertos";"Caida de Ocupante";"1101";0
"924";"Solo daños";"Caida de Ocupante";"1101";0
"926";"Con muertos";"Choque";"1101";0
"928";"Con heridos";"Incendio";"1101";0
"929";"Con muertos";"Incendio";"1101";0
"930";"Solo daños";"Incendio";"1101";0
"931";"Con heridos";"Otro";"1101";0
"932";"Con muertos";"Otro";"1101";0
"933";"Solo daños";"Otro";"1101";0
"934";"Con heridos";"Volcamiento";"1101";0
"935";"Con muertos";"Volcamiento";"1101";0
"937";"Con heridos";"Atropello";"1102";0
"938";"Con muertos";"Atropello";"1102";0
"939";"Solo daños";"Atropello";"1102";0
"941";"Con muertos";"Caida de Ocupante";"1102";0
"942";"Solo daños";"Caida de Ocupante";"1102";0
"943";"Con heridos";"Choque";"1102";0
"944";"Con muertos";"Choque";"1102";0
"946";"Con heridos";"Incendio";"1102";0
"947";"Con muertos";"Incendio";"1102";0
"948";"Solo daños";"Incendio";"1102";0
"949";"Con heridos";"Otro";"1102";0
"950";"Con muertos";"Otro";"1102";0
"951";"Solo daños";"Otro";"1102";0
"953";"Con muertos";"Volcamiento";"1102";0
"954";"Solo daños";"Volcamiento";"1102";0
"955";"Con heridos";"Atropello";"1103";0
"956";"Con muertos";"Atropello";"1103";0
"957";"Solo daños";"Atropello";"1103";0
"959";"Con muertos";"Caida de Ocupante";"1103";0
"960";"Solo daños";"Caida de Ocupante";"1103";0
"962";"Con muertos";"Choque";"1103";0
"964";"Con heridos";"Incendio";"1103";0
"965";"Con muertos";"Incendio";"1103";0
"966";"Solo daños";"Incendio";"1103";0
"968";"Con muertos";"Otro";"1103";0
"969";"Solo daños";"Otro";"1103";0
"971";"Con muertos";"Volcamiento";"1103";0
"972";"Solo daños";"Volcamiento";"1103";0
"973";"Con heridos";"Atropello";"1105";0
"974";"Con muertos";"Atropello";"1105";0
"975";"Solo daños";"Atropello";"1105";0
"976";"Con heridos";"Caida de Ocupante";"1105";0
"977";"Con muertos";"Caida de Ocupante";"1105";0
"978";"Solo daños";"Caida de Ocupante";"1105";0
"979";"Con heridos";"Choque";"1105";0
"980";"Con muertos";"Choque";"1105";0
"982";"Con heridos";"Incendio";"1105";0
"983";"Con muertos";"Incendio";"1105";0
"984";"Solo daños";"Incendio";"1105";0
"985";"Con heridos";"Otro";"1105";0
"986";"Con muertos";"Otro";"1105";0
"987";"Solo daños";"Otro";"1105";0
"988";"Con heridos";"Volcamiento";"1105";0
"989";"Con muertos";"Volcamiento";"1105";0
"990";"Solo daños";"Volcamiento";"1105";0
"991";"Con heridos";"Atropello";"1108";0
"992";"Con muertos";"Atropello";"1108";0
"993";"Solo daños";"Atropello";"1108";0
"994";"Con heridos";"Caida de Ocupante";"1108";0
"995";"Con muertos";"Caida de Ocupante";"1108";0
"996";"Solo daños";"Caida de Ocupante";"1108";0
"997";"Con heridos";"Choque";"1108";0
"998";"Con muertos";"Choque";"1108";0
"1000";"Con heridos";"Incendio";"1108";0
"1001";"Con muertos";"Incendio";"1108";0
"1002";"Solo daños";"Incendio";"1108";0
"1003";"Con heridos";"Otro";"1108";0
"1004";"Con muertos";"Otro";"1108";0
"1005";"Solo daños";"Otro";"1108";0
"1006";"Con heridos";"Volcamiento";"1108";0
"1007";"Con muertos";"Volcamiento";"1108";0
"1008";"Solo daños";"Volcamiento";"1108";0
"1010";"Con muertos";"Atropello";"1114";0
"1011";"Solo daños";"Atropello";"1114";0
"1012";"Con heridos";"Caida de Ocupante";"1114";0
"1013";"Con muertos";"Caida de Ocupante";"1114";0
"1014";"Solo daños";"Caida de Ocupante";"1114";0
"1015";"Con heridos";"Choque";"1114";0
"1016";"Con muertos";"Choque";"1114";0
"1018";"Con heridos";"Incendio";"1114";0
"1019";"Con muertos";"Incendio";"1114";0
"1020";"Solo daños";"Incendio";"1114";0
"1021";"Con heridos";"Otro";"1114";0
"1022";"Con muertos";"Otro";"1114";0
"1023";"Solo daños";"Otro";"1114";0
"1024";"Con heridos";"Volcamiento";"1114";0
"1025";"Con muertos";"Volcamiento";"1114";0
"1026";"Solo daños";"Volcamiento";"1114";0
"1027";"Con heridos";"Atropello";"1202";0
"1028";"Con muertos";"Atropello";"1202";0
"1029";"Solo daños";"Atropello";"1202";0
"1030";"Con heridos";"Caida de Ocupante";"1202";0
"1031";"Con muertos";"Caida de Ocupante";"1202";0
"1032";"Solo daños";"Caida de Ocupante";"1202";0
"1033";"Con heridos";"Choque";"1202";0
"1034";"Con muertos";"Choque";"1202";0
"1036";"Con heridos";"Incendio";"1202";0
"1037";"Con muertos";"Incendio";"1202";0
"1038";"Solo daños";"Incendio";"1202";0
"1040";"Con muertos";"Otro";"1202";0
"1041";"Solo daños";"Otro";"1202";0
"1042";"Con heridos";"Volcamiento";"1202";0
"1043";"Con muertos";"Volcamiento";"1202";0
"1044";"Solo daños";"Volcamiento";"1202";0
"1046";"Con muertos";"Atropello";"1204";0
"1047";"Solo daños";"Atropello";"1204";0
"1049";"Con muertos";"Caida de Ocupante";"1204";0
"1050";"Solo daños";"Caida de Ocupante";"1204";0
"1052";"Con muertos";"Choque";"1204";0
"1054";"Con heridos";"Incendio";"1204";0
"1055";"Con muertos";"Incendio";"1204";0
"1056";"Solo daños";"Incendio";"1204";0
"1058";"Con muertos";"Otro";"1204";0
"1059";"Solo daños";"Otro";"1204";0
"1061";"Con muertos";"Volcamiento";"1204";0
"1062";"Solo daños";"Volcamiento";"1204";0
"1063";"Con heridos";"Atropello";"1205";0
"1064";"Con muertos";"Atropello";"1205";0
"1065";"Solo daños";"Atropello";"1205";0
"1066";"Con heridos";"Caida de Ocupante";"1205";0
"1067";"Con muertos";"Caida de Ocupante";"1205";0
"1068";"Solo daños";"Caida de Ocupante";"1205";0
"1069";"Con heridos";"Choque";"1205";0
"1070";"Con muertos";"Choque";"1205";0
"1071";"Solo daños";"Choque";"1205";0
"1072";"Con heridos";"Incendio";"1205";0
"1073";"Con muertos";"Incendio";"1205";0
"1074";"Solo daños";"Incendio";"1205";0
"1076";"Con muertos";"Otro";"1205";0
"1077";"Solo daños";"Otro";"1205";0
"1078";"Con heridos";"Volcamiento";"1205";0
"1079";"Con muertos";"Volcamiento";"1205";0
"1080";"Solo daños";"Volcamiento";"1205";0
"1081";"Con heridos";"Atropello";"1206";0
"1082";"Con muertos";"Atropello";"1206";0
"1083";"Solo daños";"Atropello";"1206";0
"1084";"Con heridos";"Caida de Ocupante";"1206";0
"1085";"Con muertos";"Caida de Ocupante";"1206";0
"1086";"Solo daños";"Caida de Ocupante";"1206";0
"1087";"Con heridos";"Choque";"1206";0
"1088";"Con muertos";"Choque";"1206";0
"1089";"Solo daños";"Choque";"1206";0
"1090";"Con heridos";"Incendio";"1206";0
"1091";"Con muertos";"Incendio";"1206";0
"1092";"Solo daños";"Incendio";"1206";0
"1094";"Con muertos";"Otro";"1206";0
"1095";"Solo daños";"Otro";"1206";0
"1097";"Con muertos";"Volcamiento";"1206";0
"1098";"Solo daños";"Volcamiento";"1206";0
"1099";"Con heridos";"Atropello";"1211";0
"1100";"Con muertos";"Atropello";"1211";0
"1101";"Solo daños";"Atropello";"1211";0
"1102";"Con heridos";"Caida de Ocupante";"1211";0
"1103";"Con muertos";"Caida de Ocupante";"1211";0
"1104";"Solo daños";"Caida de Ocupante";"1211";0
"1105";"Con heridos";"Choque";"1211";0
"1106";"Con muertos";"Choque";"1211";0
"1108";"Con heridos";"Incendio";"1211";0
"1109";"Con muertos";"Incendio";"1211";0
"1110";"Solo daños";"Incendio";"1211";0
"1111";"Con heridos";"Otro";"1211";0
"1112";"Con muertos";"Otro";"1211";0
"1113";"Solo daños";"Otro";"1211";0
"1114";"Con heridos";"Volcamiento";"1211";0
"1115";"Con muertos";"Volcamiento";"1211";0
"1116";"Solo daños";"Volcamiento";"1211";0
"1117";"Con heridos";"Atropello";"1306";0
"1118";"Con muertos";"Atropello";"1306";0
"1119";"Solo daños";"Atropello";"1306";0
"1121";"Con muertos";"Caida de Ocupante";"1306";0
"1122";"Solo daños";"Caida de Ocupante";"1306";0
"1123";"Con heridos";"Choque";"1306";0
"1124";"Con muertos";"Choque";"1306";0
"1126";"Con heridos";"Incendio";"1306";0
"1127";"Con muertos";"Incendio";"1306";0
"1128";"Solo daños";"Incendio";"1306";0
"1129";"Con heridos";"Otro";"1306";0
"1130";"Con muertos";"Otro";"1306";0
"1131";"Solo daños";"Otro";"1306";0
"1132";"Con heridos";"Volcamiento";"1306";0
"1133";"Con muertos";"Volcamiento";"1306";0
"1134";"Solo daños";"Volcamiento";"1306";0
"1136";"Con muertos";"Atropello";"1408";0
"1137";"Solo daños";"Atropello";"1408";0
"1139";"Con muertos";"Caida de Ocupante";"1408";0
"1140";"Solo daños";"Caida de Ocupante";"1408";0
"1142";"Con muertos";"Choque";"1408";0
"1144";"Con heridos";"Incendio";"1408";0
"1145";"Con muertos";"Incendio";"1408";0
"1146";"Solo daños";"Incendio";"1408";0
"1148";"Con muertos";"Otro";"1408";0
"1149";"Solo daños";"Otro";"1408";0
"1151";"Con muertos";"Volcamiento";"1408";0
