"";"Var1";"Var2";"Var3";"Freq"
"16002";"Volcamiento";"Interseccion";"Jesús Nazareno";4
"16021";"Atropello";"Paso Inferior";"Jesús Nazareno";4
"16076";"Caida de Ocupante";"Lote o Predio";"Juan Pablo II";4
"16112";"Caida de Ocupante";"Tramo de via";"Juan Pablo II";4
"16116";"Volcamiento";"Tramo de via";"Juan Pablo II";4
"16280";"Caida de Ocupante";"Glorieta";"La Aguacatala";4
"16356";"Volcamiento";"Glorieta";"La Alpujarra";4
"16358";"Caida de Ocupante";"Interseccion";"La Alpujarra";4
"16361";"Otro";"Interseccion";"La Alpujarra";4
"16386";"Volcamiento";"Paso Inferior";"La Alpujarra";4
"16397";"Otro";"Puente";"La Alpujarra";4
"16491";"Choque";"Ciclo Ruta";"La Avanzada";4
"16599";"Choque";"Paso Inferior";"La Candelaria";4
"16649";"Otro";"Interseccion";"La Castellana";4
"16713";"Choque";"Glorieta";"La Colina";4
"16718";"Caida de Ocupante";"Interseccion";"La Colina";4
"16791";"Choque";"Interseccion";"La Cruz";4
"16865";"Otro";"Interseccion";"La Esperanza";4
"16866";"Volcamiento";"Interseccion";"La Esperanza";4
"16872";"Volcamiento";"Lote o Predio";"La Esperanza";4
"16944";"Volcamiento";"Lote o Predio";"La Esperanza No. 2";4
"17067";"Choque";"Ciclo Ruta";"La Florida";4
"17149";"Atropello";"Interseccion";"La Francia";4
"17437";"Atropello";"Interseccion";"La Isla";4
"17556";"Volcamiento";"Tramo de via";"La Ladera";4
"17804";"Caida de Ocupante";"Lote o Predio";"La Loma Oriental";4
"17843";"Otro";"Tramo de via";"La Loma Oriental";4
"17877";"Choque";"Lote o Predio";"La Mansión";4
"17880";"Volcamiento";"Lote o Predio";"La Mansión";4
"18086";"Caida de Ocupante";"Interseccion";"La Mota";4
"18203";"Otro";"Tramo de via";"La Oculta";4
"18219";"Choque";"Ciclo Ruta";"La Palma";4
"18229";"Atropello";"Interseccion";"La Palma";4
"18240";"Volcamiento";"Lote o Predio";"La Palma";4
"18301";"Atropello";"Interseccion";"La Pilarica";4
"18307";"Atropello";"Lote o Predio";"La Pilarica";4
"18384";"Volcamiento";"Lote o Predio";"La Piñuela";4
"18449";"Otro";"Interseccion";"La Pradera";4
"18668";"Caida de Ocupante";"Lote o Predio";"La Sierra";4
"18671";"Otro";"Lote o Predio";"La Sierra";4
"18735";"Choque";"Interseccion";"La Verde";4
"18847";"Atropello";"Tramo de via";"Lalinde";4
"18939";"Choque";"Ciclo Ruta";"Las Brisas";4
"18949";"Atropello";"Interseccion";"Las Brisas";4
"19025";"Otro";"Interseccion";"Las Esmeraldas";4
"19029";"Choque";"Lote o Predio";"Las Esmeraldas";4
"19284";"Volcamiento";"Tramo de via";"Las Independencias";4
"19313";"Otro";"Interseccion";"Las Lomas No.1";4
"19464";"Volcamiento";"Lote o Predio";"Las Mercedes";4
"19521";"Choque";"Glorieta";"Las Palmas";4
"19669";"Atropello";"Interseccion";"Las Violetas";4
"19746";"Volcamiento";"Interseccion";"Laureles";4
"19860";"Volcamiento";"Tramo de via";"Llanaditas";4
"19881";"Choque";"Glorieta";"Loma de los Bernal";4
"19951";"Atropello";"Glorieta";"López de Mesa";4
"19958";"Caida de Ocupante";"Interseccion";"López de Mesa";4
"20599";"Atropello";"Glorieta";"Los Colores";4
"20604";"Volcamiento";"Glorieta";"Los Colores";4
"20609";"Otro";"Interseccion";"Los Colores";4
"20625";"Choque";"Paso Elevado";"Los Colores";4
"20691";"Choque";"Paso a Nivel";"Los Conquistadores";4
"20706";"Volcamiento";"Paso Inferior";"Los Conquistadores";4
"20753";"Otro";"Interseccion";"Los Mangos";4
"20811";"Choque";"Ciclo Ruta";"Los Naranjos";4
"20883";"Choque";"Ciclo Ruta";"Los Pinos";4
"20987";"Otro";"Paso Elevado";"Manila";4
"21043";"Atropello";"Lote o Predio";"Manrique Central No. 1";4
"21513";"Choque";"Tramo de via";"Media Luna";4
"21543";"Choque";"Interseccion";"Metropolitano";4
"21548";"Caida de Ocupante";"Lote o Predio";"Metropolitano";4
"21623";"Otro";"Lote o Predio";"Mirador del Doce";4
"21657";"Choque";"Tramo de via";"Mirador del Doce";4
"21762";"Volcamiento";"Interseccion";"Miranda";4
"21839";"Otro";"Lote o Predio";"Miravalle";4
"21993";"Choque";"Paso Elevado";"Moravia";4
"22415";"Otro";"Lote o Predio";"Nueva Villa de Aburrá";4
"22467";"Choque";"Ciclo Ruta";"Nueva Villa de la Iguaná";4
"22488";"Volcamiento";"Lote o Predio";"Nueva Villa de la Iguaná";4
"22515";"Choque";"Puente";"Nueva Villa de la Iguaná";4
"22668";"Volcamiento";"Tramo de via";"Nuevos Conquistadores";4
"22699";"Atropello";"Lote o Predio";"Ocho de Marzo";4
"22703";"Otro";"Lote o Predio";"Ocho de Marzo";4
"22776";"Volcamiento";"Lote o Predio";"Olaya Herrera";4
"22859";"Otro";"Paso Elevado";"Oleoducto";4
"22920";"Volcamiento";"Lote o Predio";"Oriente";4
"22956";"Volcamiento";"Tramo de via";"Oriente";4
"23027";"Otro";"Tramo de via";"Pablo VI";4
"23054";"Caida de Ocupante";"Interseccion";"Pajarito";4
"23136";"Volcamiento";"Lote o Predio";"Palenque";4
"23195";"Otro";"Glorieta";"Palermo";4
"23197";"Atropello";"Interseccion";"Palermo";4
"23489";"Otro";"Interseccion";"Patio Bonito";4
"23558";"Caida de Ocupante";"Interseccion";"Pedregal";4
"23562";"Volcamiento";"Interseccion";"Pedregal";4
"23631";"Choque";"Interseccion";"Pedregal Alto";4
"23636";"Caida de Ocupante";"Lote o Predio";"Pedregal Alto";4
"23762";"Caida de Ocupante";"Ciclo Ruta";"Perpetuo Socorro";4
"23851";"Atropello";"Lote o Predio";"Picachito";4
"23892";"Volcamiento";"Tramo de via";"Picachito";4
"24284";"Caida de Ocupante";"Lote o Predio";"Plaza de Ferias";4
"24320";"Caida de Ocupante";"Tramo de via";"Plaza de Ferias";4
"24324";"Volcamiento";"Tramo de via";"Plaza de Ferias";4
"24566";"Caida de Ocupante";"Interseccion";"Robledo";4
"24795";"Choque";"Paso a Nivel";"San Benito";4
"24920";"Caida de Ocupante";"Glorieta";"San Diego";4
"24944";"Caida de Ocupante";"Paso Elevado";"San Diego";4
"24948";"Volcamiento";"Paso Elevado";"San Diego";4
"25008";"Volcamiento";"Lote o Predio";"San Germán";4
"25059";"Choque";"Ciclo Ruta";"San Isidro";4
"25074";"Volcamiento";"Interseccion";"San Isidro";4
"25089";"Choque";"Paso Elevado";"San Isidro";4
"25285";"Atropello";"Interseccion";"San Joaquín";4
"25286";"Caida de Ocupante";"Interseccion";"San Joaquín";4
"25544";"Caida de Ocupante";"Tramo de via";"San José la Cima No. 1";4
"25583";"Otro";"Lote o Predio";"San José la Cima No.2";4
"25655";"Otro";"Lote o Predio";"San Lucas";4
"25707";"Choque";"Ciclo Ruta";"San Martín de Porres";4
"25721";"Otro";"Interseccion";"San Martín de Porres";4
"25862";"Caida de Ocupante";"Interseccion";"San Pablo";4
"25923";"Choque";"Ciclo Ruta";"San Pedro";4
"25944";"Volcamiento";"Lote o Predio";"San Pedro";4
"26121";"Choque";"Tramo de via";"Santa Elena Sector Central";4
"26142";"Volcamiento";"Ciclo Ruta";"Santa Fé";4
"26143";"Atropello";"Glorieta";"Santa Fé";4
"26448";"Volcamiento";"Lote o Predio";"Santa María de los Ángeles";4
"26457";"Choque";"Paso Elevado";"Santa María de los Ángeles";4
"26520";"Volcamiento";"Lote o Predio";"Santa María de Los Ángeles";4
"26551";"Atropello";"Tramo de via";"Santa María de Los Ángeles";4
"26695";"Atropello";"Tramo de via";"Santa Rosa de Lima";4
"26725";"Atropello";"Interseccion";"Santa Teresita";4
"26798";"Caida de Ocupante";"Interseccion";"Santander";4
"26873";"Otro";"Interseccion";"Santo Domingo Savio No. 1";4
"26988";"Volcamiento";"Tramo de via";"Santo Domingo Savio No. 2";4
"27079";"Atropello";"Glorieta";"Sevilla";4
"27204";"Volcamiento";"Tramo de via";"Simón Bolívar";4
"27379";"Atropello";"Lote o Predio";"SUBURB El Plan";4
"27420";"Volcamiento";"Tramo de via";"SUBURB El Plan";4
"27524";"Caida de Ocupante";"Lote o Predio";"Suburbano Altavista";4
"27668";"Caida de Ocupante";"Lote o Predio";"Suburbano El Plan";4
"27671";"Otro";"Lote o Predio";"Suburbano El Plan";4
"28136";"Caida de Ocupante";"Tramo de via";"Suburbano Palma Patio";4
"28460";"Caida de Ocupante";"Lote o Predio";"Suburbano Travesias";4
"28500";"Volcamiento";"Tramo de via";"Suburbano Travesias";4
"28526";"Caida de Ocupante";"Interseccion";"Sucre";4
"28602";"Volcamiento";"Interseccion";"Suramericana";4
"28731";"Choque";"Ciclo Ruta";"Tenche";4
"28747";"Atropello";"Lote o Predio";"Tenche";4
"29075";"Otro";"Tramo de via";"Trece de Noviembre";4
"29091";"Choque";"Ciclo Ruta";"Tricentenario";4
"29107";"Atropello";"Lote o Predio";"Tricentenario";4
"29163";"Choque";"Ciclo Ruta";"Trinidad";4
"29235";"Choque";"Ciclo Ruta";"U.D. Atanasio Girardot";4
"29251";"Atropello";"Lote o Predio";"U.D. Atanasio Girardot";4
"29360";"Caida de Ocupante";"Tramo de via";"U.P.B.";4
"29393";"Otro";"Interseccion";"Universidad de Antioquia";4
"29394";"Volcamiento";"Interseccion";"Universidad de Antioquia";4
"29395";"Atropello";"Lote o Predio";"Universidad de Antioquia";4
"29400";"Volcamiento";"Lote o Predio";"Universidad de Antioquia";4
"29462";"Caida de Ocupante";"Interseccion";"Universidad Nacional";4
"29466";"Volcamiento";"Interseccion";"Universidad Nacional";4
"29501";"Otro";"Puente";"Universidad Nacional";4
"29679";"Choque";"Interseccion";"Versalles No. 2";4
"29965";"Atropello";"Interseccion";"Villa del Socorro";4
"30042";"Volcamiento";"Interseccion";"Villa Flora";4
"30043";"Atropello";"Lote o Predio";"Villa Flora";4
"30113";"Otro";"Interseccion";"Villa Guadalupe";4
"30186";"Volcamiento";"Interseccion";"Villa Hermosa";4
"30261";"Choque";"Lote o Predio";"Villa Liliam";4
"30264";"Volcamiento";"Lote o Predio";"Villa Liliam";4
"30875";"Otro";"Tramo de via";"Yolombo";4
"17";"Otro";"Interseccion";"0";3
"129";"Choque";"Tramo de via";"0103";3
"1319";"Otro";"Lote o Predio";"0408";3
"2751";"Choque";"Interseccion";"0912";3
"3009";"Choque";"Tramo de via";"1003";3
"3111";"Choque";"Interseccion";"1007";3
"3583";"Atropello";"Tramo de via";"1019";3
"3945";"Choque";"Tramo de via";"1105";3
"4196";"Caida de Ocupante";"Lote o Predio";"1204";3
"4551";"Choque";"Interseccion";"1408";3
"4700";"Caida de Ocupante";"Lote o Predio";"1422";3
"5708";"Caida de Ocupante";"Lote o Predio";"6001";3
"5781";"Choque";"Lote o Predio";"7001";3
"5783";"Otro";"Lote o Predio";"7001";3
"6175";"Atropello";"Tramo de via";"Aguas Frias";3
"6252";"Volcamiento";"Tramo de via";"Aldea Pablo VI";3
"6283";"Atropello";"Lote o Predio";"Alejandría";3
"6409";"Atropello";"Ciclo Ruta";"Alfonso López";3
"6493";"Atropello";"Interseccion";"Altamira";3
"6498";"Volcamiento";"Interseccion";"Altamira";3
"6571";"Atropello";"Lote o Predio";"Altavista";3
"6645";"Choque";"Lote o Predio";"Altavista Sector Central";3
"7039";"Atropello";"Tramo de via";"Area De Expansion Altavista";3
"7113";"Choque";"Tramo de via";"Área de Expansión Altavista";3
"7215";"Choque";"Interseccion";"Área de Expansión Altos de Calasanz";3
"7329";"Choque";"Tramo de via";"Area De Expansion Belen Rincon";3
"7361";"Otro";"Interseccion";"Área de Expansión Pajarito";3
"7435";"Atropello";"Lote o Predio";"Área de Expansión San Antonio de Prado";3
"7579";"Atropello";"Lote o Predio";"Asomadera No. 2";3
"7653";"Choque";"Lote o Predio";"Asomadera No. 3";3
"7904";"Caida de Ocupante";"Tramo de via";"AUC1";3
"7995";"Choque";"Ciclo Ruta";"Aures No. 2";3
"8009";"Otro";"Interseccion";"Aures No. 2";3
"8081";"Otro";"Interseccion";"Aures No.1";3
"8355";"Choque";"Ciclo Ruta";"Barrio Caicedo";3
"8357";"Otro";"Ciclo Ruta";"Barrio Caicedo";3
"8403";"Choque";"Puente";"Barrio Caicedo";3
"8528";"Caida de Ocupante";"Paso Elevado";"Barrio Colón";3
"8531";"Otro";"Paso Elevado";"Barrio Colón";3
"8588";"Caida de Ocupante";"Lote o Predio";"Barrio Cristóbal";3
"8803";"Atropello";"Lote o Predio";"Batallón Girardot";3
"8839";"Atropello";"Tramo de via";"Batallón Girardot";3
"8859";"Choque";"Ciclo Ruta";"Belalcázar";3
"8875";"Atropello";"Lote o Predio";"Belalcázar";3
"8880";"Volcamiento";"Lote o Predio";"Belalcázar";3
"8967";"Choque";"Paso Inferior";"Belén";3
"9086";"Caida de Ocupante";"Interseccion";"Bello Horizonte";3
"9147";"Choque";"Ciclo Ruta";"Berlin";3
"9236";"Caida de Ocupante";"Lote o Predio";"Berlín";3
"9272";"Caida de Ocupante";"Tramo de via";"Berlín";3
"9420";"Volcamiento";"Tramo de via";"Betania";3
"9447";"Choque";"Interseccion";"Blanquizal";3
"9452";"Caida de Ocupante";"Lote o Predio";"Blanquizal";3
"9492";"Volcamiento";"Tramo de via";"Blanquizal";3
"9776";"Caida de Ocupante";"Tramo de via";"Bomboná No.1";3
"10083";"Choque";"Ciclo Ruta";"Brasilia";3
"10247";"Otro";"Lote o Predio";"Buga Patio Bonito";3
"10279";"Atropello";"Tramo de via";"Buga Patio Bonito";3
"10284";"Volcamiento";"Tramo de via";"Buga Patio Bonito";3
"10337";"Otro";"Paso Inferior";"Cabecera San Antonio de Prado";3
"10454";"Caida de Ocupante";"Interseccion";"Calasanz";3
"10464";"Volcamiento";"Lote o Predio";"Calasanz";3
"10536";"Volcamiento";"Lote o Predio";"Calasanz Parte Alta";3
"10602";"Volcamiento";"Interseccion";"Calle Nueva";3
"10623";"Choque";"Paso Inferior";"Calle Nueva";3
"10664";"Caida de Ocupante";"Glorieta";"Campo Alegre";3
"10670";"Caida de Ocupante";"Interseccion";"Campo Alegre";3
"10674";"Volcamiento";"Interseccion";"Campo Alegre";3
"10733";"Otro";"Ciclo Ruta";"Campo Amor";3
"10763";"Otro";"Paso Elevado";"Campo Amor";3
"10764";"Volcamiento";"Paso Elevado";"Campo Amor";3
"10963";"Atropello";"Lote o Predio";"Campo Valdés No.2";3
"10964";"Caida de Ocupante";"Lote o Predio";"Campo Valdés No.2";3
"10967";"Otro";"Lote o Predio";"Campo Valdés No.2";3
"11017";"Atropello";"Ciclo Ruta";"Caribe";3
"11047";"Atropello";"Paso Elevado";"Caribe";3
"11048";"Caida de Ocupante";"Paso Elevado";"Caribe";3
"11051";"Otro";"Paso Elevado";"Caribe";3
"11052";"Volcamiento";"Paso Elevado";"Caribe";3
"11119";"Atropello";"Paso Elevado";"Carlos E. Restrepo";3
"11184";"Volcamiento";"Lote o Predio";"Carpinelo";3
"11233";"Atropello";"Ciclo Ruta";"Castilla";3
"11234";"Caida de Ocupante";"Ciclo Ruta";"Castilla";3
"11265";"Choque";"Paso Elevado";"Castilla";3
"11389";"Atropello";"Interseccion";"Cataluña";3
"11395";"Atropello";"Lote o Predio";"Cataluña";3
"11610";"Volcamiento";"Interseccion";"Cerro Nutibara";3
"11611";"Atropello";"Lote o Predio";"Cerro Nutibara";3
"11681";"Otro";"Interseccion";"Corazón de Jesús";3
"11702";"Caida de Ocupante";"Paso Inferior";"Corazón de Jesús";3
"11750";"Caida de Ocupante";"Interseccion";"Córdoba";3
"11760";"Volcamiento";"Lote o Predio";"Córdoba";3
"11861";"Otro";"Puente";"Cristo Rey";3
"12027";"Choque";"Ciclo Ruta";"Diego Echavarría";3
"12041";"Otro";"Interseccion";"Diego Echavarría";3
"12113";"Otro";"Interseccion";"Doce de Octubre No.1";3
"12186";"Volcamiento";"Interseccion";"Doce de Octubre No.2";3
"12300";"Volcamiento";"Tramo de via";"Eduardo Santos";3
"12393";"Choque";"Glorieta";"El Castillo";3
"12463";"Atropello";"Glorieta";"El Chagualo";3
"12483";"Choque";"Paso a Nivel";"El Chagualo";3
"12548";"Caida de Ocupante";"Lote o Predio";"El Compromiso";3
"12727";"Atropello";"Tramo de via";"El Corazon El Morro";3
"12762";"Volcamiento";"Interseccion";"El Danubio";3
"12765";"Choque";"Lote o Predio";"El Danubio";3
"12824";"Caida de Ocupante";"Glorieta";"El Diamante";3
"12827";"Otro";"Glorieta";"El Diamante";3
"12834";"Volcamiento";"Interseccion";"El Diamante";3
"12969";"Choque";"Glorieta";"El Estadio";3
"13117";"Atropello";"Interseccion";"El Nogal-Los Almendros";3
"13127";"Otro";"Lote o Predio";"El Nogal-Los Almendros";3
"13143";"Choque";"Paso Inferior";"El Nogal-Los Almendros";3
"13333";"Atropello";"Interseccion";"El Pinal";3
"13338";"Volcamiento";"Interseccion";"El Pinal";3
"13482";"Volcamiento";"Interseccion";"El Poblado";3
"13497";"Choque";"Paso Elevado";"El Poblado";3
"13621";"Atropello";"Interseccion";"El Progreso";3
"13626";"Volcamiento";"Interseccion";"El Progreso";3
"13699";"Atropello";"Lote o Predio";"El Progreso No.2";3
"13701";"Choque";"Lote o Predio";"El Progreso No.2";3
"13832";"Caida de Ocupante";"Glorieta";"El Rincón";3
"13836";"Volcamiento";"Glorieta";"El Rincón";3
"13905";"Choque";"Glorieta";"El Rodeo";3
"13916";"Caida de Ocupante";"Lote o Predio";"El Rodeo";3
"13982";"Caida de Ocupante";"Interseccion";"El Salado";3
"13989";"Choque";"Lote o Predio";"El Salado";3
"14058";"Volcamiento";"Interseccion";"El Salvador";3
"14125";"Atropello";"Interseccion";"El Socorro";3
"14172";"Volcamiento";"Tramo de via";"El Socorro";3
"14409";"Choque";"Glorieta";"El Velódromo";3
"14553";"Choque";"Glorieta";"Enciso";3
"14561";"Otro";"Interseccion";"Enciso";3
"14628";"Volcamiento";"Glorieta";"Estación Villa";3
"14630";"Caida de Ocupante";"Interseccion";"Estación Villa";3
"14777";"Otro";"Interseccion";"Facultad Veterinaria y Zootecnia U.de.A.";3
"14923";"Atropello";"Lote o Predio";"Ferrini";3
"14997";"Choque";"Lote o Predio";"Florencia";3
"15051";"Choque";"Ciclo Ruta";"Florida Nueva";3
"15065";"Otro";"Interseccion";"Florida Nueva";3
"15072";"Volcamiento";"Lote o Predio";"Florida Nueva";3
"15134";"Caida de Ocupante";"Interseccion";"Francisco Antonio Zea";3
"15344";"Caida de Ocupante";"Glorieta";"Girardot";3
"15354";"Volcamiento";"Interseccion";"Girardot";3
"15411";"Choque";"Ciclo Ruta";"Granada";3
"15504";"Volcamiento";"Lote o Predio";"Granizal";3
"15585";"Choque";"Paso Elevado";"Guayabal";3
"15655";"Atropello";"Paso Elevado";"Guayaquil";3
"15659";"Otro";"Paso Elevado";"Guayaquil";3
"15660";"Volcamiento";"Paso Elevado";"Guayaquil";3
"15710";"Caida de Ocupante";"Interseccion";"Héctor Abad Gómez";3
"15713";"Otro";"Interseccion";"Héctor Abad Gómez";3
"15781";"Atropello";"Interseccion";"Hospital San Vicente de Paúl";3
"15931";"Atropello";"Lote o Predio";"Jardín Botánico";3
"15932";"Caida de Ocupante";"Lote o Predio";"Jardín Botánico";3
"15989";"Otro";"Ciclo Ruta";"Jesús Nazareno";3
"16017";"Choque";"Paso Elevado";"Jesús Nazareno";3
"16115";"Otro";"Tramo de via";"Juan Pablo II";3
"16147";"Atropello";"Lote o Predio";"Juan XXIII La Quiebra";3
"16218";"Volcamiento";"Interseccion";"Kennedy";3
"16285";"Atropello";"Interseccion";"La Aguacatala";3
"16290";"Volcamiento";"Interseccion";"La Aguacatala";3
"16307";"Otro";"Paso Elevado";"La Aguacatala";3
"16380";"Volcamiento";"Paso Elevado";"La Alpujarra";3
"16382";"Caida de Ocupante";"Paso Inferior";"La Alpujarra";3
"16428";"Volcamiento";"Glorieta";"La América";3
"16561";"Atropello";"Ciclo Ruta";"La Candelaria";3
"16587";"Choque";"Paso a Nivel";"La Candelaria";3
"16593";"Choque";"Paso Elevado";"La Candelaria";3
"16723";"Atropello";"Lote o Predio";"La Colina";3
"16851";"Choque";"Ciclo Ruta";"La Esperanza";3
"16934";"Caida de Ocupante";"Interseccion";"La Esperanza No. 2";3
"17010";"Volcamiento";"Interseccion";"La Floresta";3
"17077";"Atropello";"Interseccion";"La Florida";3
"17088";"Volcamiento";"Lote o Predio";"La Florida";3
"17160";"Volcamiento";"Lote o Predio";"La Francia";3
"17283";"Choque";"Ciclo Ruta";"La Gloria";3
"17385";"Choque";"Paso Elevado";"La Hondonada";3
"17771";"Otro";"Tramo de via";"La Loma de Los Bernal";3
"17869";"Atropello";"Interseccion";"La Mansión";3
"17873";"Otro";"Interseccion";"La Mansión";3
"17945";"Otro";"Interseccion";"La Milagrosa";3
"18015";"Choque";"Interseccion";"La mota";3
"18056";"Caida de Ocupante";"Tramo de via";"La mota";3
"18059";"Otro";"Tramo de via";"La mota";3
"18060";"Volcamiento";"Tramo de via";"La mota";3
"18080";"Caida de Ocupante";"Glorieta";"La Mota";3
"18091";"Atropello";"Lote o Predio";"La Mota";3
"18159";"Choque";"Interseccion";"La Oculta";3
"18199";"Atropello";"Tramo de via";"La Oculta";3
"18204";"Volcamiento";"Tramo de via";"La Oculta";3
"18225";"Choque";"Glorieta";"La Palma";3
"18234";"Volcamiento";"Interseccion";"La Palma";3
"18302";"Caida de Ocupante";"Interseccion";"La Pilarica";3
"18374";"Caida de Ocupante";"Interseccion";"La Piñuela";3
"18377";"Otro";"Interseccion";"La Piñuela";3
"18528";"Volcamiento";"Lote o Predio";"La Rosa";3
"18577";"Atropello";"Ciclo Ruta";"La Salle";3
"18593";"Otro";"Interseccion";"La Salle";3
"18740";"Caida de Ocupante";"Lote o Predio";"La Verde";3
"18779";"Otro";"Tramo de via";"La Verde";3
"18852";"Volcamiento";"Tramo de via";"Lalinde";3
"18871";"Atropello";"Glorieta";"Las Acacias";3
"18987";"Choque";"Puente";"Las Brisas";3
"19098";"Volcamiento";"Interseccion";"Las Estancias";3
"19101";"Choque";"Lote o Predio";"Las Estancias";3
"19401";"Choque";"Paso Elevado";"Las Lomas No.2";3
"19453";"Atropello";"Interseccion";"Las Mercedes";3
"19545";"Choque";"Paso Elevado";"Las Palmas";3
"19587";"Choque";"Ciclo Ruta";"Las Playas";3
"19598";"Caida de Ocupante";"Interseccion";"Las Playas";3
"19731";"Choque";"Ciclo Ruta";"Laureles";3
"19949";"Otro";"Ciclo Ruta";"López de Mesa";3
"19956";"Volcamiento";"Glorieta";"López de Mesa";3
"19961";"Otro";"Interseccion";"López de Mesa";3
"20019";"Choque";"Ciclo Ruta";"Lorena";3
"20091";"Choque";"Ciclo Ruta";"Loreto";3
"20241";"Choque";"Glorieta";"Los Alpes";3
"20400";"Volcamiento";"Lote o Predio";"Los Balsos No.1";3
"20457";"Choque";"Glorieta";"Los Balsos No.2";3
"20465";"Otro";"Interseccion";"Los Balsos No.2";3
"20533";"Atropello";"Interseccion";"Los Cerros El Vergel";3
"20539";"Atropello";"Lote o Predio";"Los Cerros El Vergel";3
"20603";"Otro";"Glorieta";"Los Colores";3
"20606";"Caida de Ocupante";"Interseccion";"Los Colores";3
"20682";"Volcamiento";"Interseccion";"Los Conquistadores";3
"20817";"Choque";"Glorieta";"Los Naranjos";3
"20821";"Atropello";"Interseccion";"Los Naranjos";3
"20825";"Otro";"Interseccion";"Los Naranjos";3
"20827";"Atropello";"Lote o Predio";"Los Naranjos";3
"20894";"Caida de Ocupante";"Interseccion";"Los Pinos";3
"20955";"Choque";"Ciclo Ruta";"Manila";3
"20959";"Atropello";"Glorieta";"Manila";3
"20983";"Atropello";"Paso Elevado";"Manila";3
"20991";"Choque";"Paso Inferior";"Manila";3
"21114";"Volcamiento";"Interseccion";"Manrique Central No. 2";3
"21260";"Caida de Ocupante";"Lote o Predio";"Manrique Central No.2";3
"21263";"Otro";"Lote o Predio";"Manrique Central No.2";3
"21295";"Atropello";"Tramo de via";"Manrique Central No.2";3
"21296";"Caida de Ocupante";"Tramo de via";"Manrique Central No.2";3
"21315";"Choque";"Ciclo Ruta";"Manrique Oriental";3
"21330";"Volcamiento";"Interseccion";"Manrique Oriental";3
"21399";"Choque";"Interseccion";"María Cano Carambolas";3
"21551";"Otro";"Lote o Predio";"Metropolitano";3
"21583";"Atropello";"Tramo de via";"Metropolitano";3
"21689";"Otro";"Interseccion";"Miraflores";3
"21903";"Choque";"Interseccion";"Monteclaro";3
"21907";"Atropello";"Lote o Predio";"Monteclaro";3
"21909";"Choque";"Lote o Predio";"Monteclaro";3
"22035";"Choque";"Ciclo Ruta";"Moscú No. 1";3
"22056";"Volcamiento";"Lote o Predio";"Moscú No. 1";3
"22121";"Otro";"Interseccion";"Moscú No. 2";3
"22303";"Atropello";"Tramo de via";"Moscú No.2";3
"22695";"Choque";"Interseccion";"Ocho de Marzo";3
"22878";"Volcamiento";"Puente";"Oleoducto";3
"22988";"Caida de Ocupante";"Lote o Predio";"Pablo VI";3
"23205";"Choque";"Lote o Predio";"Palermo";3
"23342";"Caida de Ocupante";"Interseccion";"Parque Juan Pablo II";3
"23414";"Caida de Ocupante";"Interseccion";"Parque Norte";3
"23424";"Volcamiento";"Lote o Predio";"Parque Norte";3
"23485";"Atropello";"Interseccion";"Patio Bonito";3
"23496";"Volcamiento";"Lote o Predio";"Patio Bonito";3
"23561";"Otro";"Interseccion";"Pedregal";3
"23771";"Otro";"Glorieta";"Perpetuo Socorro";3
"23814";"Volcamiento";"Puente";"Perpetuo Socorro";3
"24036";"Volcamiento";"Tramo de via";"Piedras Blancas";3
"24627";"Choque";"Ciclo Ruta";"Rosales";3
"24663";"Choque";"Paso Inferior";"Rosales";3
"24715";"Atropello";"Lote o Predio";"San Antonio";3
"24805";"Atropello";"Paso Inferior";"San Benito";3
"24809";"Otro";"Paso Inferior";"San Benito";3
"24919";"Atropello";"Glorieta";"San Diego";3
"24985";"Atropello";"Ciclo Ruta";"San Germán";3
"24993";"Choque";"Glorieta";"San Germán";3
"25002";"Volcamiento";"Interseccion";"San Germán";3
"25214";"Caida de Ocupante";"Interseccion";"San Javier No.2";3
"25503";"Choque";"Interseccion";"San José la Cima No. 1";3
"25584";"Volcamiento";"Lote o Predio";"San José la Cima No.2";3
"25651";"Atropello";"Lote o Predio";"San Lucas";3
"25722";"Volcamiento";"Interseccion";"San Martín de Porres";3
"25793";"Otro";"Interseccion";"San Miguel";3
"25869";"Choque";"Lote o Predio";"San Pablo";3
"26006";"Caida de Ocupante";"Interseccion";"Santa Cruz";3
"26148";"Volcamiento";"Glorieta";"Santa Fé";3
"26222";"Caida de Ocupante";"Interseccion";"Santa Inés";3
"26297";"Otro";"Interseccion";"Santa Lucía";3
"26376";"Volcamiento";"Lote o Predio";"Santa Margarita";3
"26517";"Choque";"Lote o Predio";"Santa María de Los Ángeles";3
"26582";"Caida de Ocupante";"Interseccion";"Santa Mónica";3
"26585";"Otro";"Interseccion";"Santa Mónica";3
"26663";"Otro";"Lote o Predio";"Santa Rosa de Lima";3
"26696";"Caida de Ocupante";"Tramo de via";"Santa Rosa de Lima";3
"26729";"Otro";"Interseccion";"Santa Teresita";3
"26732";"Caida de Ocupante";"Lote o Predio";"Santa Teresita";3
"26801";"Otro";"Interseccion";"Santander";3
"27147";"Choque";"Ciclo Ruta";"Simón Bolívar";3
"27161";"Otro";"Interseccion";"Simón Bolívar";3
"27162";"Volcamiento";"Interseccion";"Simón Bolívar";3
"27564";"Volcamiento";"Tramo de via";"Suburbano Altavista";3
"27599";"Otro";"Lote o Predio";"Suburbano El Llano";3
