"";"Var1";"Var2";"Var3";"Freq"
"19569";"Choque";"Tramo de via";"Las Palmas";301
"18273";"Choque";"Tramo de via";"La Palma";299
"19641";"Choque";"Tramo de via";"Las Playas";299
"10355";"Otro";"Tramo de via";"Cabecera San Antonio de Prado";297
"16761";"Choque";"Tramo de via";"La Colina";291
"20651";"Otro";"Tramo de via";"Los Colores";291
"28569";"Choque";"Tramo de via";"Sucre";290
"16647";"Choque";"Interseccion";"La Castellana";289
"12471";"Choque";"Interseccion";"El Chagualo";288
"20001";"Choque";"Tramo de via";"López de Mesa";285
"29175";"Choque";"Interseccion";"Trinidad";285
"15679";"Atropello";"Tramo de via";"Guayaquil";284
"21759";"Choque";"Interseccion";"Miranda";284
"23601";"Choque";"Tramo de via";"Pedregal";284
"18873";"Choque";"Glorieta";"Las Acacias";283
"10455";"Choque";"Interseccion";"Calasanz";281
"21153";"Choque";"Tramo de via";"Manrique Central No. 2";281
"22521";"Choque";"Tramo de via";"Nueva Villa de la Iguaná";281
"26195";"Otro";"Tramo de via";"Santa Fé";281
"29895";"Choque";"Interseccion";"Villa Carlota";281
"18129";"Choque";"Tramo de via";"La Mota";279
"20601";"Choque";"Glorieta";"Los Colores";278
"24855";"Choque";"Interseccion";"San Bernardo";278
"28743";"Choque";"Interseccion";"Tenche";275
"10425";"Choque";"Tramo de via";"Cabecera Urbana San Cristobal";271
"14097";"Choque";"Tramo de via";"El Salvador";269
"20607";"Choque";"Interseccion";"Los Colores";264
"20723";"Otro";"Tramo de via";"Los Conquistadores";263
"15465";"Choque";"Tramo de via";"Granada";261
"28859";"Otro";"Tramo de via";"Terminal de Transporte";261
"23961";"Choque";"Tramo de via";"Picacho";260
"14601";"Choque";"Tramo de via";"Enciso";259
"11287";"Atropello";"Tramo de via";"Castilla";258
"10065";"Choque";"Tramo de via";"Boyacá";257
"10599";"Choque";"Interseccion";"Calle Nueva";256
"25071";"Choque";"Interseccion";"San Isidro";256
"27087";"Choque";"Interseccion";"Sevilla";255
"25833";"Choque";"Tramo de via";"San Miguel";254
"10929";"Choque";"Tramo de via";"Campo Valdés No. 2";253
"16616";"Caida de Ocupante";"Tramo de via";"La Candelaria";251
"21729";"Choque";"Tramo de via";"Miraflores";251
"25185";"Choque";"Tramo de via";"San Javier No.1";250
"15177";"Choque";"Tramo de via";"Francisco Antonio Zea";249
"10713";"Choque";"Tramo de via";"Campo Alegre";245
"13377";"Choque";"Tramo de via";"El Pinal";245
"10784";"Caida de Ocupante";"Tramo de via";"Campo Amor";243
"17007";"Choque";"Interseccion";"La Floresta";242
"12081";"Choque";"Tramo de via";"Diego Echavarría";241
"11288";"Caida de Ocupante";"Tramo de via";"Castilla";237
"16281";"Choque";"Glorieta";"La Aguacatala";236
"18879";"Choque";"Interseccion";"Las Acacias";236
"20967";"Choque";"Interseccion";"Manila";236
"14631";"Choque";"Interseccion";"Estación Villa";235
"28713";"Choque";"Tramo de via";"Tejelo";235
"10569";"Choque";"Tramo de via";"Calasanz Parte Alta";232
"11072";"Caida de Ocupante";"Tramo de via";"Caribe";231
"12945";"Choque";"Tramo de via";"El Diamante No. 2";231
"25935";"Choque";"Interseccion";"San Pedro";231
"16431";"Choque";"Interseccion";"La América";230
"20793";"Choque";"Tramo de via";"Los Mangos";229
"8367";"Choque";"Interseccion";"Barrio Caicedo";228
"9519";"Choque";"Interseccion";"Bolivariana";228
"19207";"Atropello";"Tramo de via";"Las Granjas";226
"27201";"Choque";"Tramo de via";"Simón Bolívar";226
"13161";"Choque";"Tramo de via";"El Nogal-Los Almendros";225
"19929";"Choque";"Tramo de via";"Loma de los Bernal";225
"12225";"Choque";"Tramo de via";"Doce de Octubre No.2";223
"22379";"Otro";"Tramo de via";"Naranjal";223
"26265";"Choque";"Tramo de via";"Santa Inés";223
"21687";"Choque";"Interseccion";"Miraflores";222
"12975";"Choque";"Interseccion";"El Estadio";216
"16619";"Otro";"Tramo de via";"La Candelaria";215
"18633";"Choque";"Tramo de via";"La Salle";215
"24921";"Choque";"Glorieta";"San Diego";215
"10887";"Choque";"Interseccion";"Campo Valdés No. 2";214
"13809";"Choque";"Tramo de via";"El Raizal";213
"30009";"Choque";"Tramo de via";"Villa del Socorro";213
"10783";"Atropello";"Tramo de via";"Campo Amor";211
"20648";"Caida de Ocupante";"Tramo de via";"Los Colores";209
"10137";"Choque";"Tramo de via";"Brasilia";207
"10352";"Caida de Ocupante";"Tramo de via";"Cabecera San Antonio de Prado";207
"11147";"Otro";"Tramo de via";"Carlos E. Restrepo";206
"20031";"Choque";"Interseccion";"Lorena";206
"23241";"Choque";"Tramo de via";"Palermo";206
"25689";"Choque";"Tramo de via";"San Lucas";204
"8439";"Choque";"Interseccion";"Barrio Colombia";203
"25761";"Choque";"Tramo de via";"San Martín de Porres";203
"26841";"Choque";"Tramo de via";"Santander";200
"19425";"Choque";"Tramo de via";"Las Lomas No.2";199
"8555";"Otro";"Tramo de via";"Barrio Colón";198
"17295";"Choque";"Interseccion";"La Gloria";196
"30225";"Choque";"Tramo de via";"Villa Hermosa";196
"9991";"Atropello";"Tramo de via";"Boston";195
"11719";"Atropello";"Tramo de via";"Corazón de Jesús";195
"23816";"Caida de Ocupante";"Tramo de via";"Perpetuo Socorro";195
"30657";"Choque";"Tramo de via";"Villatina";194
"28527";"Choque";"Interseccion";"Sucre";193
"9159";"Choque";"Interseccion";"Berlin";191
"20289";"Choque";"Tramo de via";"Los Alpes";191
"17985";"Choque";"Tramo de via";"La Milagrosa";190
"24971";"Otro";"Tramo de via";"San Diego";190
"11793";"Choque";"Tramo de via";"Córdoba";189
"27159";"Choque";"Interseccion";"Simón Bolívar";189
"9705";"Choque";"Tramo de via";"Bomboná No. 2";188
"26192";"Caida de Ocupante";"Tramo de via";"Santa Fé";188
"11037";"Choque";"Lote o Predio";"Caribe";187
"11577";"Choque";"Tramo de via";"Centro Administrativo";187
"8697";"Choque";"Tramo de via";"Barrio de Jesús";184
"24393";"Choque";"Tramo de via";"Popular";184
"20217";"Choque";"Tramo de via";"Los Alcázares";182
"10855";"Atropello";"Tramo de via";"Campo Valdés No. 1";181
"12153";"Choque";"Tramo de via";"Doce de Octubre No.1";181
"15611";"Otro";"Tramo de via";"Guayabal";181
"16287";"Choque";"Interseccion";"La Aguacatala";181
"20647";"Atropello";"Tramo de via";"Los Colores";179
"26191";"Atropello";"Tramo de via";"Santa Fé";179
"28815";"Choque";"Interseccion";"Terminal de Transporte";178
"29649";"Choque";"Tramo de via";"Versalles No. 1";178
"11144";"Caida de Ocupante";"Tramo de via";"Carlos E. Restrepo";177
"8983";"Atropello";"Tramo de via";"Belén";175
"17943";"Choque";"Interseccion";"La Milagrosa";175
"20720";"Caida de Ocupante";"Tramo de via";"Los Conquistadores";175
"9921";"Choque";"Tramo de via";"Bosques de San Pablo";174
"22015";"Atropello";"Tramo de via";"Moravia";174
"24827";"Otro";"Tramo de via";"San Benito";174
"16905";"Choque";"Tramo de via";"La Esperanza";173
"14671";"Atropello";"Tramo de via";"Estación Villa";172
"30512";"Caida de Ocupante";"Tramo de via";"Villa Nueva";172
"16255";"Atropello";"Tramo de via";"Kennedy";171
"16573";"Atropello";"Interseccion";"La Candelaria";171
"21327";"Choque";"Interseccion";"Manrique Oriental";171
"29463";"Choque";"Interseccion";"Universidad Nacional";171
"6351";"Choque";"Interseccion";"Alejandro Echavarría";169
"15063";"Choque";"Interseccion";"Florida Nueva";169
"30515";"Otro";"Tramo de via";"Villa Nueva";169
"23559";"Choque";"Interseccion";"Pedregal";168
"6753";"Choque";"Tramo de via";"Altos del Poblado";167
"8049";"Choque";"Tramo de via";"Aures No. 2";167
"14415";"Choque";"Interseccion";"El Velódromo";167
"28671";"Choque";"Interseccion";"Tejelo";167
"10927";"Atropello";"Tramo de via";"Campo Valdés No. 2";165
"16377";"Choque";"Paso Elevado";"La Alpujarra";165
"17079";"Choque";"Interseccion";"La Florida";165
"19497";"Choque";"Tramo de via";"Las Mercedes";164
"22376";"Caida de Ocupante";"Tramo de via";"Naranjal";162
"11071";"Atropello";"Tramo de via";"Caribe";160
"24249";"Choque";"Tramo de via";"Playón de Los Comuneros";160
"19713";"Choque";"Tramo de via";"Las Violetas";159
"23815";"Atropello";"Tramo de via";"Perpetuo Socorro";159
"6969";"Choque";"Tramo de via";"Aranjuez";158
"12511";"Atropello";"Tramo de via";"El Chagualo";158
"12875";"Otro";"Tramo de via";"El Diamante";158
"15321";"Choque";"Tramo de via";"Gerona";157
"14747";"Otro";"Tramo de via";"Facultad de Minas U. Nacional";156
"11867";"Otro";"Tramo de via";"Cristo Rey";155
"29289";"Choque";"Tramo de via";"U.D. Atanasio Girardot";155
"14703";"Choque";"Interseccion";"Facultad de Minas U. Nacional";154
"15537";"Choque";"Tramo de via";"Granizal";154
"23487";"Choque";"Interseccion";"Patio Bonito";154
"26625";"Choque";"Tramo de via";"Santa Mónica";154
"10095";"Choque";"Interseccion";"Brasilia";153
"25143";"Choque";"Interseccion";"San Javier No.1";153
"26913";"Choque";"Tramo de via";"Santo Domingo Savio No. 1";153
"7833";"Choque";"Tramo de via";"Astorga";152
"8987";"Otro";"Tramo de via";"Belén";152
"17625";"Choque";"Tramo de via";"La Libertad";152
"18417";"Choque";"Tramo de via";"La Piñuela";152
"23169";"Choque";"Tramo de via";"Palenque";152
"6609";"Choque";"Tramo de via";"Altavista";151
"15683";"Otro";"Tramo de via";"Guayaquil";149
"22341";"Choque";"Lote o Predio";"Naranjal";149
"26911";"Atropello";"Tramo de via";"Santo Domingo Savio No. 1";149
"13593";"Choque";"Tramo de via";"El Pomar";148
"19167";"Choque";"Interseccion";"Las Granjas";147
"24933";"Choque";"Lote o Predio";"San Diego";147
"29507";"Otro";"Tramo de via";"Universidad Nacional";147
"8121";"Choque";"Tramo de via";"Aures No.1";146
"12872";"Caida de Ocupante";"Tramo de via";"El Diamante";146
"29577";"Choque";"Tramo de via";"Veinte de Julio";146
"12801";"Choque";"Tramo de via";"El Danubio";145
"16043";"Otro";"Tramo de via";"Jesús Nazareno";145
"23599";"Atropello";"Tramo de via";"Pedregal";145
"28855";"Atropello";"Tramo de via";"Terminal de Transporte";145
"26583";"Choque";"Interseccion";"Santa Mónica";144
"28856";"Caida de Ocupante";"Tramo de via";"Terminal de Transporte";144
"9199";"Atropello";"Tramo de via";"Berlin";143
"11252";"Caida de Ocupante";"Lote o Predio";"Castilla";143
"21111";"Choque";"Interseccion";"Manrique Central No. 2";143
"25111";"Atropello";"Tramo de via";"San Isidro";143
"26049";"Choque";"Tramo de via";"Santa Cruz";143
"30153";"Choque";"Tramo de via";"Villa Guadalupe";143
"20895";"Choque";"Interseccion";"Los Pinos";142
"24824";"Caida de Ocupante";"Tramo de via";"San Benito";142
"6467";"Otro";"Tramo de via";"Alfonso López";141
"11319";"Choque";"Interseccion";"Castropol";141
"16039";"Atropello";"Tramo de via";"Jesús Nazareno";141
"26769";"Choque";"Tramo de via";"Santa Teresita";141
"30183";"Choque";"Interseccion";"Villa Hermosa";141
"8552";"Caida de Ocupante";"Tramo de via";"Barrio Colón";140
"8949";"Choque";"Lote o Predio";"Belén";140
"11039";"Otro";"Lote o Predio";"Caribe";140
"11255";"Otro";"Lote o Predio";"Castilla";140
"18631";"Atropello";"Tramo de via";"La Salle";140
"12011";"Otro";"Tramo de via";"Cucaracho";139
"12759";"Choque";"Interseccion";"El Danubio";139
"22375";"Atropello";"Tramo de via";"Naranjal";139
"24611";"Otro";"Tramo de via";"Robledo";139
"26409";"Choque";"Tramo de via";"Santa Margarita";139
"26553";"Choque";"Tramo de via";"Santa María de Los Ángeles";139
"10023";"Choque";"Interseccion";"Boyacá";138
"15279";"Choque";"Interseccion";"Gerona";137
"12831";"Choque";"Interseccion";"El Diamante";136
"17193";"Choque";"Tramo de via";"La Francia";136
"24968";"Caida de Ocupante";"Tramo de via";"San Diego";136
"11433";"Choque";"Tramo de via";"Cataluña";135
"20719";"Atropello";"Tramo de via";"Los Conquistadores";135
"22089";"Choque";"Tramo de via";"Moscú No. 1";135
"24567";"Choque";"Interseccion";"Robledo";135
"13119";"Choque";"Interseccion";"El Nogal-Los Almendros";134
"14625";"Choque";"Glorieta";"Estación Villa";134
"15680";"Caida de Ocupante";"Tramo de via";"Guayaquil";134
"15755";"Otro";"Tramo de via";"Héctor Abad Gómez";134
"16863";"Choque";"Interseccion";"La Esperanza";134
"21367";"Atropello";"Tramo de via";"Manrique Oriental";134
"29215";"Atropello";"Tramo de via";"Trinidad";134
"6423";"Choque";"Interseccion";"Alfonso López";133
"11076";"Volcamiento";"Tramo de via";"Caribe";133
"17913";"Choque";"Tramo de via";"La Mansión";133
"18489";"Choque";"Tramo de via";"La Pradera";133
"29901";"Choque";"Lote o Predio";"Villa Carlota";133
"14559";"Choque";"Interseccion";"Enciso";132
"15033";"Choque";"Tramo de via";"Florencia";132
"15423";"Choque";"Interseccion";"Granada";132
"20175";"Choque";"Interseccion";"Los Alcázares";132
"24999";"Choque";"Interseccion";"San Germán";132
"11863";"Atropello";"Tramo de via";"Cristo Rey";131
"12008";"Caida de Ocupante";"Tramo de via";"Cucaracho";131
"25287";"Choque";"Interseccion";"San Joaquín";131
"10788";"Volcamiento";"Tramo de via";"Campo Amor";130
"20000";"Caida de Ocupante";"Tramo de via";"López de Mesa";130
"11505";"Choque";"Tramo de via";"Cementerio Universal";129
"12515";"Otro";"Tramo de via";"El Chagualo";129
"18231";"Choque";"Interseccion";"La Palma";129
"23960";"Caida de Ocupante";"Tramo de via";"Picacho";129
"30039";"Choque";"Interseccion";"Villa Flora";129
"16331";"Otro";"Tramo de via";"La Aguacatala";128
"16903";"Atropello";"Tramo de via";"La Esperanza";128
"20003";"Otro";"Tramo de via";"López de Mesa";128
"27921";"Choque";"Tramo de via";"Suburbano La Loma";128
"16359";"Choque";"Interseccion";"La Alpujarra";127
"11723";"Otro";"Tramo de via";"Corazón de Jesús";126
"15608";"Caida de Ocupante";"Tramo de via";"Guayabal";126
"16215";"Choque";"Interseccion";"Kennedy";126
"14961";"Choque";"Tramo de via";"Ferrini";125
"19599";"Choque";"Interseccion";"Las Playas";125
"20143";"Atropello";"Tramo de via";"Loreto";125
"7403";"Otro";"Tramo de via";"Área de Expansión Pajarito";124
"25257";"Choque";"Tramo de via";"San Javier No.2";124
"18303";"Choque";"Interseccion";"La Pilarica";123
"19527";"Choque";"Interseccion";"Las Palmas";123
"24608";"Caida de Ocupante";"Tramo de via";"Robledo";123
"26727";"Choque";"Interseccion";"Santa Teresita";123
"13667";"Otro";"Tramo de via";"El Progreso";122
"15607";"Atropello";"Tramo de via";"Guayabal";122
"18849";"Choque";"Tramo de via";"Lalinde";122
"18995";"Otro";"Tramo de via";"Las Brisas";122
"25905";"Choque";"Tramo de via";"San Pablo";122
"7791";"Choque";"Interseccion";"Astorga";121
"9129";"Choque";"Tramo de via";"Bello Horizonte";121
"6463";"Atropello";"Tramo de via";"Alfonso López";120
"9995";"Otro";"Tramo de via";"Boston";120
"12465";"Choque";"Glorieta";"El Chagualo";120
"14744";"Caida de Ocupante";"Tramo de via";"Facultad de Minas U. Nacional";120
"24967";"Atropello";"Tramo de via";"San Diego";120
"28643";"Otro";"Tramo de via";"Suramericana";120
"13664";"Caida de Ocupante";"Tramo de via";"El Progreso";119
"16403";"Otro";"Tramo de via";"La Alpujarra";119
"20247";"Choque";"Interseccion";"Los Alpes";119
"23343";"Choque";"Interseccion";"Parque Juan Pablo II";119
"17409";"Choque";"Tramo de via";"La Hondonada";118
"22449";"Choque";"Tramo de via";"Nueva Villa de Aburrá";118
"23457";"Choque";"Tramo de via";"Parque Norte";118
"24535";"Atropello";"Tramo de via";"Prado";118
"24539";"Otro";"Tramo de via";"Prado";118
"26196";"Volcamiento";"Tramo de via";"Santa Fé";118
"26337";"Choque";"Tramo de via";"Santa Lucía";118
"6464";"Caida de Ocupante";"Tramo de via";"Alfonso López";117
"10751";"Otro";"Lote o Predio";"Campo Amor";117
"19311";"Choque";"Interseccion";"Las Lomas No.1";117
"11143";"Atropello";"Tramo de via";"Carlos E. Restrepo";116
"13883";"Otro";"Tramo de via";"El Rincón";116
"17339";"Otro";"Tramo de via";"La Gloria";116
"23769";"Choque";"Glorieta";"Perpetuo Socorro";116
"23820";"Volcamiento";"Tramo de via";"Perpetuo Socorro";116
"23959";"Atropello";"Tramo de via";"Picacho";116
"26839";"Atropello";"Tramo de via";"Santander";116
"10749";"Choque";"Lote o Predio";"Campo Amor";115
"20685";"Choque";"Lote o Predio";"Los Conquistadores";115
"20829";"Choque";"Lote o Predio";"Los Naranjos";115
"21083";"Otro";"Tramo de via";"Manrique Central No. 1";115
"22161";"Choque";"Tramo de via";"Moscú No. 2";115
"28821";"Choque";"Lote o Predio";"Terminal de Transporte";115
"29435";"Otro";"Tramo de via";"Universidad de Antioquia";115
"10356";"Volcamiento";"Tramo de via";"Cabecera San Antonio de Prado";114
"19959";"Choque";"Interseccion";"López de Mesa";114
"12512";"Caida de Ocupante";"Tramo de via";"El Chagualo";113
"15351";"Choque";"Interseccion";"Girardot";113
"26145";"Choque";"Glorieta";"Santa Fé";113
"29939";"Otro";"Tramo de via";"Villa Carlota";113
"30083";"Otro";"Tramo de via";"Villa Flora";113
"8265";"Choque";"Tramo de via";"B. Cerro  El Volador";112
"11036";"Caida de Ocupante";"Lote o Predio";"Caribe";111
"15897";"Choque";"Tramo de via";"Inst";111
"16259";"Otro";"Tramo de via";"Kennedy";111
"16471";"Atropello";"Tramo de via";"La América";111
"19137";"Choque";"Tramo de via";"Las Estancias";111
"19211";"Otro";"Tramo de via";"Las Granjas";111
"29647";"Atropello";"Tramo de via";"Versalles No. 1";111
"10859";"Otro";"Tramo de via";"Campo Valdés No. 1";110
"11720";"Caida de Ocupante";"Tramo de via";"Corazón de Jesús";110
"15993";"Choque";"Glorieta";"Jesús Nazareno";110
"19208";"Caida de Ocupante";"Tramo de via";"Las Granjas";110
"10639";"Atropello";"Tramo de via";"Calle Nueva";109
"11607";"Choque";"Interseccion";"Cerro Nutibara";108
"18561";"Choque";"Tramo de via";"La Rosa";108
"20612";"Caida de Ocupante";"Lote o Predio";"Los Colores";108
"21799";"Atropello";"Tramo de via";"Miranda";108
"12871";"Atropello";"Tramo de via";"El Diamante";107
"8984";"Caida de Ocupante";"Tramo de via";"Belén";106
"15395";"Otro";"Tramo de via";"Girardot";106
"17265";"Choque";"Tramo de via";"La Frontera";106
"24536";"Caida de Ocupante";"Tramo de via";"Prado";106
"25115";"Otro";"Tramo de via";"San Isidro";106
"27127";"Atropello";"Tramo de via";"Sevilla";106
"7400";"Caida de Ocupante";"Tramo de via";"Área de Expansión Pajarito";105
"8048";"Caida de Ocupante";"Tramo de via";"Aures No. 2";105
"13953";"Choque";"Tramo de via";"El Rodeo";105
"14055";"Choque";"Interseccion";"El Salvador";104
"15969";"Choque";"Tramo de via";"Jardín Botánico";104
"23";"Otro";"Lote o Predio";"0";103
"16719";"Choque";"Interseccion";"La Colina";103
"17871";"Choque";"Interseccion";"La Mansión";103
"22019";"Otro";"Tramo de via";"Moravia";103
